type,layer,block,x,y
INSERT,COLUMN,_FZHK,-5325306.589952614,-9572051.00307158
INSERT,COLUMN,_FZHK,-5343767.566702154,-9566460.400469633
INSERT,COLUMN,_FZHK,-5351905.406333291,-9564827.744309292
INSERT,COLUMN,_FZHK,-5358642.31856209,-9565363.013981023
INSERT,COLUMN,_FZHK,-5363544.631592892,-9564379.486173592
INSERT,COLUMN,_FZHK,-5371878.563745264,-9562707.488900951
INSERT,COLUMN,_FZHK,-5377761.33938223,-9561527.255532027
INSERT,COLUMN,_FZHK,-5382663.652413035,-9560543.727724594
INSERT,COLUMN,_FZHK,-5388546.428049998,-9559363.494355672
INSERT,COLUMN,_FZHK,-5393154.602298958,-9558438.978216686
INSERT,COLUMN,_FZHK,-5323896.21107675,-9565021.086185408
INSERT,COLUMN,_FZHK,-5330759.449319879,-9563644.147255001
INSERT,COLUMN,_FZHK,-5337622.687563006,-9562267.208324589
INSERT,COLUMN,_FZHK,-5342721.093115043,-9561244.33940486
INSERT,COLUMN,_FZHK,-5350509.780374539,-9557871.362118582
INSERT,COLUMN,_FZHK,-5356882.787314587,-9556592.77596891
INSERT,COLUMN,_FZHK,-5361785.10034539,-9555609.248161481
INSERT,COLUMN,_FZHK,-5370119.032497761,-9553937.250888839
INSERT,COLUMN,_FZHK,-5376277.19592081,-9554129.665168543
INSERT,COLUMN,_FZHK,-5381179.508951613,-9553146.13736111
INSERT,COLUMN,_FZHK,-5387062.284588581,-9551965.903992186
INSERT,COLUMN,_FZHK,-5391670.458837539,-9551041.387853194
INSERT,COLUMN,_FZHK,-5351605.40105463,-9581227.158836423
INSERT,COLUMN,_FZHK,-5383639.247376193,-9576717.822427779
INSERT,COLUMN,_FZHK,-5364591.606219973,-9526386.251655715
INSERT,COLUMN,_FZHK,-5365264.339240262,-9529739.433768787
INSERT,COLUMN,_FZHK,-5359381.563603293,-9530919.667137705
INSERT,COLUMN,_FZHK,-5358724.567027929,-9527644.922033131
INSERT,COLUMN,_FZHK,-5348562.395315818,-9548164.782317586
INSERT,COLUMN,_FZHK,-5340252.974728606,-9549831.861951187
INSERT,COLUMN,_FZHK,-5347224.212446064,-9542155.606699655
INSERT,COLUMN,_FZHK,-5339101.110406033,-9543836.3024625
INSERT,COLUMN,_FZHK,-5332169.828195743,-9570674.064141174
INSERT,COLUMN,_FZHK,-5339033.066438869,-9569297.125210765
INSERT,COLUMN,_FZHK,-5342164.61897774,-9584906.089900847
INSERT,COLUMN,_FZHK,-5402433.027666585,-9561983.103312844
INSERT,COLUMN,_FZHK,-5399094.934288159,-9545344.65288629
INSERT,COLUMN,_FZHK,-5397324.584234773,-9536520.489430841
INSERT,COLUMN,_FZHK,-5395554.234181386,-9527696.325975391
INSERT,COLUMN,_FZHK,-5393783.884128009,-9518872.16251994
INSERT,COLUMN,_FZHK,-5399906.344729289,-9549389.061136704
INSERT,COLUMN,_FZHK,-5412757.926621337,-9570743.289473782
INSERT,COLUMN,_FZHK,-5420349.678429249,-9566007.423186924
INSERT,COLUMN,_FZHK,-5442760.082369862,-9564724.099292275
INSERT,COLUMN,_FZHK,-5473350.515682086,-9558586.885773884
INSERT,COLUMN,_FZHK,-5478645.013755359,-9557524.675741856
INSERT,COLUMN,_FZHK,-5412138.304102652,-9567654.832264375
INSERT,COLUMN,_FZHK,-5428610.075886155,-9564350.178831395
INSERT,COLUMN,_FZHK,-5436845.96177791,-9562697.852114903
INSERT,COLUMN,_FZHK,-5445081.847669663,-9561045.525398414
INSERT,COLUMN,_FZHK,-5402433.027666585,-9561983.103312844
INSERT,COLUMN,_FZHK,-5410668.913558343,-9560330.776596353
INSERT,COLUMN,_FZHK,-5418904.799450095,-9558678.449879861
INSERT,COLUMN,_FZHK,-5427140.685341847,-9557026.123163367
INSERT,COLUMN,_FZHK,-5435376.5712336,-9555373.796446879
INSERT,COLUMN,_FZHK,-5443612.457125352,-9553721.469730387
INSERT,COLUMN,_FZHK,-5451848.343017107,-9552069.143013893
INSERT,COLUMN,_FZHK,-5460084.22890886,-9550416.816297405
INSERT,COLUMN,_FZHK,-5476556.000692365,-9547112.162864424
INSERT,COLUMN,_FZHK,-5484791.886584117,-9545459.83614793
INSERT,COLUMN,_FZHK,-5473217.907313928,-9530473.712437872
INSERT,COLUMN,_FZHK,-5397324.584234773,-9536520.489430841
INSERT,COLUMN,_FZHK,-5405560.470126527,-9534868.162714351
INSERT,COLUMN,_FZHK,-5413796.356018279,-9533215.835997856
INSERT,COLUMN,_FZHK,-5430268.127801784,-9529911.182564877
INSERT,COLUMN,_FZHK,-5438504.013693536,-9528258.855848386
INSERT,COLUMN,_FZHK,-5446739.899585288,-9526606.529131893
INSERT,COLUMN,_FZHK,-5454975.78547704,-9524954.202415404
INSERT,COLUMN,_FZHK,-5463211.671368792,-9523301.875698914
INSERT,COLUMN,_FZHK,-5471447.557260546,-9521649.548982422
INSERT,COLUMN,_FZHK,-5479683.443152299,-9519997.222265933
INSERT,COLUMN,_FZHK,-5395554.234181386,-9527696.325975391
INSERT,COLUMN,_FZHK,-5403790.120073144,-9526043.999258902
INSERT,COLUMN,_FZHK,-5412026.005964894,-9524391.672542408
INSERT,COLUMN,_FZHK,-5420261.891856648,-9522739.345825916
INSERT,COLUMN,_FZHK,-5428497.777748397,-9521087.019109428
INSERT,COLUMN,_FZHK,-5436733.663640152,-9519434.692392938
INSERT,COLUMN,_FZHK,-5444969.549531907,-9517782.36567644
INSERT,COLUMN,_FZHK,-5453205.435423659,-9516130.038959955
INSERT,COLUMN,_FZHK,-5461441.32131541,-9514477.71224346
INSERT,COLUMN,_FZHK,-5469677.207207162,-9512825.385526975
INSERT,COLUMN,_FZHK,-5477913.093098914,-9511173.058810484
INSERT,COLUMN,_FZHK,-5418491.541803267,-9513915.182370469
INSERT,COLUMN,_FZHK,-5426727.427695014,-9512262.855653979
INSERT,COLUMN,_FZHK,-5434963.31358677,-9510610.528937489
INSERT,COLUMN,_FZHK,-5443199.199478522,-9508958.202220998
INSERT,COLUMN,_FZHK,-5451435.085370274,-9507305.875504501
INSERT,COLUMN,_FZHK,-5459670.971262027,-9505653.54878802
INSERT,COLUMN,_FZHK,-5467906.857153783,-9504001.222071526
INSERT,COLUMN,_FZHK,-5476142.743045529,-9502348.895355032
INSERT,COLUMN,_FZHK,-5417862.259974218,-9553481.998067208
INSERT,COLUMN,_FZHK,-5426098.145865966,-9551829.671350716
INSERT,COLUMN,_FZHK,-5434334.031757723,-9550177.344634228
INSERT,COLUMN,_FZHK,-5442569.917649474,-9548525.017917738
INSERT,COLUMN,_FZHK,-5450805.803541228,-9546872.691201244
INSERT,COLUMN,_FZHK,-5459041.689432979,-9545220.364484752
INSERT,COLUMN,_FZHK,-5467277.575324731,-9543568.037768263
INSERT,COLUMN,_FZHK,-5475513.461216487,-9541915.711051773
INSERT,COLUMN,_FZHK,-5483749.347108235,-9540263.384335284
INSERT,COLUMN,_FZHK,-5399906.344729289,-9549389.061136704
INSERT,COLUMN,_FZHK,-5408142.230621042,-9547736.734420213
INSERT,COLUMN,_FZHK,-5416378.116512794,-9546084.40770372
INSERT,COLUMN,_FZHK,-5424614.002404551,-9544432.080987233
INSERT,COLUMN,_FZHK,-5432849.888296302,-9542779.754270737
INSERT,COLUMN,_FZHK,-5441085.774188053,-9541127.427554251
INSERT,COLUMN,_FZHK,-5449321.660079804,-9539475.10083776
INSERT,COLUMN,_FZHK,-5457557.545971559,-9537822.774121268
INSERT,COLUMN,_FZHK,-5465793.43186331,-9536170.44740478
INSERT,COLUMN,_FZHK,-5474029.317755064,-9534518.120688284
INSERT,COLUMN,_FZHK,-5482265.203646818,-9532865.793971796
INSERT,COLUMN,_FZHK,-5409626.374082463,-9555134.324783695
INSERT,COLUMN,_FZHK,-5393783.884128009,-9518872.16251994
INSERT,COLUMN,_FZHK,-5402019.770019758,-9517219.835803452
INSERT,COLUMN,_FZHK,-5410255.655911511,-9515567.509086961
INSERT,COLUMN,_FZHK,-5464982.02142218,-9532126.039154363
INSERT,COLUMN,_FZHK,-5456746.135530424,-9533778.365870851
INSERT,COLUMN,_FZHK,-5448510.249638671,-9535430.692587345
INSERT,COLUMN,_FZHK,-5440274.363746919,-9537083.019303835
INSERT,COLUMN,_FZHK,-5423802.591963414,-9540387.672736816
INSERT,COLUMN,_FZHK,-5415566.706071659,-9542039.999453306
INSERT,COLUMN,_FZHK,-5407330.82017991,-9543692.3261698
INSERT,COLUMN,_FZHK,-5399094.934288159,-9545344.65288629
INSERT,COLUMN,_FZHK,-5430698.475908894,-9573742.887990366
INSERT,COLUMN,_FZHK,-5422070.404974679,-9575473.89693145
INSERT,COLUMN,_FZHK,-5430078.853390212,-9570654.430780958
INSERT,COLUMN,_FZHK,-5468368.66810569,-9507192.735136621
INSERT,COLUMN,_FZHK,-5478645.013755359,-9557524.675741856
INSERT,COLUMN,_FZHK,-5494472.651455025,-9551136.482738506
INSERT,COLUMN,_FZHK,-5502733.048911931,-9549479.238382977
INSERT,COLUMN,_FZHK,-5510968.934803684,-9547826.911666479
INSERT,COLUMN,_FZHK,-5519204.820695436,-9546174.584949993
INSERT,COLUMN,_FZHK,-5476556.000692365,-9547112.162864424
INSERT,COLUMN,_FZHK,-5493027.77247587,-9543807.509431442
INSERT,COLUMN,_FZHK,-5501263.658367622,-9542155.182714953
INSERT,COLUMN,_FZHK,-5509499.544259377,-9540502.855998459
INSERT,COLUMN,_FZHK,-5517735.430151127,-9538850.529281971
INSERT,COLUMN,_FZHK,-5471447.557260546,-9521649.548982422
INSERT,COLUMN,_FZHK,-5487938.938296174,-9518340.961438209
INSERT,COLUMN,_FZHK,-5496155.214935805,-9516692.568832953
INSERT,COLUMN,_FZHK,-5504391.100827558,-9515040.242116455
INSERT,COLUMN,_FZHK,-5512626.986719312,-9513387.915399961
INSERT,COLUMN,_FZHK,-5469677.207207162,-9512825.385526975
INSERT,COLUMN,_FZHK,-5486148.978990667,-9509520.73209399
INSERT,COLUMN,_FZHK,-5494384.864882422,-9507868.4053775
INSERT,COLUMN,_FZHK,-5502620.750774169,-9506216.07866101
INSERT,COLUMN,_FZHK,-5510856.636665927,-9504563.75194452
INSERT,COLUMN,_FZHK,-5492614.51482904,-9499044.241922051
INSERT,COLUMN,_FZHK,-5500850.400720789,-9497391.915205556
INSERT,COLUMN,_FZHK,-5509086.286612546,-9495739.588489069
INSERT,COLUMN,_FZHK,-5491985.23299999,-9538611.057618792
INSERT,COLUMN,_FZHK,-5500221.11889174,-9536958.730902298
INSERT,COLUMN,_FZHK,-5508457.004783495,-9535306.404185808
INSERT,COLUMN,_FZHK,-5516692.890675243,-9533654.077469316
INSERT,COLUMN,_FZHK,-5474029.317755064,-9534518.120688284
INSERT,COLUMN,_FZHK,-5490501.08953857,-9531213.467255305
INSERT,COLUMN,_FZHK,-5498736.975430323,-9529561.14053881
INSERT,COLUMN,_FZHK,-5506972.861322074,-9527908.813822321
INSERT,COLUMN,_FZHK,-5515208.747213826,-9526256.487105831
INSERT,COLUMN,_FZHK,-5475513.461216487,-9541915.711051773
INSERT,COLUMN,_FZHK,-5483749.347108235,-9540263.384335284
INSERT,COLUMN,_FZHK,-5467906.857153783,-9504001.222071526
INSERT,COLUMN,_FZHK,-5484378.628937287,-9500696.568638542
INSERT,COLUMN,_FZHK,-5514397.33677269,-9522212.078855417
INSERT,COLUMN,_FZHK,-5506161.450880939,-9523864.405571904
INSERT,COLUMN,_FZHK,-5497925.564989186,-9525516.732288402
INSERT,COLUMN,_FZHK,-5489689.679097432,-9527169.059004888
INSERT,COLUMN,_FZHK,-5473217.907313928,-9530473.712437872
INSERT,COLUMN,_FZHK,-5496585.563042916,-9560524.274258439
INSERT,COLUMN,_FZHK,-5468368.66810569,-9507192.735136621
INSERT,COLUMN,_FZHK,-5476776.134953519,-9505505.98494687
INSERT,COLUMN,_FZHK,-5487982.00367385,-9562250.365560482
INSERT,COLUMN,_FZHK,-5487364.348210782,-9559171.71297715
INSERT,COLUMN,876E0,-5514397.33677269,-9522212.078855417
INSERT,COLUMN,876E0,-5515208.747213826,-9526256.487105831
INSERT,COLUMN,_FZHK,-5432038.477855164,-9538735.346020327
INSERT,COLUMN,_FZHK,-5468320.114800609,-9548764.489580912
INSERT,COLUMN,_FZH,-5403897.500569114,-9569282.647408307
INSERT,COLUMN,_FZH,-5395661.614677266,-9570934.974124302
INSERT,COLUMN,_FZH,-5445076.983072531,-9561021.003187855
INSERT,COLUMN,_FZHK,-5478645.012335252,-9557524.668662512
INSERT,COLUMN,_FZHK,-5478645.012335252,-9557524.668662512
INSERT,COLUMN,_FZHK,-5473350.514265819,-9558586.878693747
INSERT,COLUMN,_FZHK,-5442760.08094973,-9564724.092212747
INSERT,COLUMN,_FZHK,-5442760.082369866,-9564724.099292288
INSERT,COLUMN,_FZHK,-5473350.515682089,-9558586.885773889
INSERT,COLUMN,_FZHK,-5478645.013755359,-9557524.675741859
INSERT,COLUMN,_FZHK,-5478645.013755359,-9557524.675741859
INSERT,ARDOOR,AUD05D1S,-5514616.748917602,-9572719.463022398
INSERT,ARDOOR,AUD05D1S,-5515459.952040377,-9586491.0493686
INSERT,ARDOOR,AUD05D1S,-5513296.587129027,-9578643.322438464
INSERT,ARDOOR,AUD05D1S,-5501684.366585521,-9578915.753709145
INSERT,ARDOOR,AUD05D1S,5496259.325182331,-9580164.122146804
INSERT,ARDOOR,AUD05D1S,-5484784.716320903,-9595051.259436226
INSERT,ARDOOR,AUD05D1S,-5505347.439762695,-9592203.486250925
INSERT,ARDOOR,AUD05D1S,5500032.405348532,-9593809.404607645
INSERT,ARDOOR,AUD05D1S,-5508377.216065787,-9574438.476782431
INSERT,ARDOOR,AUD05D1S,-5493404.975416646,-9578566.91323119
INSERT,ARDOOR,AUD05D1S,-5509107.524660605,-9593802.21199723
INSERT,ARDOOR,AUD05D1S,-5519626.707228113,-9590902.388637427
INSERT,ARDOOR,AUD05D1S,-5497385.761537485,-9597033.550773254
INSERT,ARDOOR,AUD05D1S,-5491309.307344471,-9579393.578418113
INSERT,ARDOOR,AUD05D1S,-5377107.210733657,-9630190.223669114
INSERT,ARDOOR,AUD01D1S,-5370675.227808265,-9631963.847237086
INSERT,ARDOOR,AUD02D1S,-5360192.256165784,-9634853.688330155
INSERT,ARDOOR,AUD01D1S,-5342565.747658243,-9639712.788435465
INSERT,ARDOOR,AUD02D1S,-5343047.767689621,-9639579.909959619
INSERT,ARDOOR,AUD05D1S,-5335590.227479586,-9640349.908511037
INSERT,ARDOOR,AUD05D1S,-5331252.830514845,-9624615.891338645
INSERT,ARDOOR,AUD05D1S,-5353292.559961178,-9617440.659123918
INSERT,ARDOOR,AUD05D1S,-5365034.33201137,-9614210.746511956
INSERT,ARDOOR,AUD05D1S,5377196.643519073,-9610602.067415268
INSERT,ARDOOR,AUD05D1S,5375072.861073302,-9613572.804897618
INSERT,ARDOOR,AUD05D1S,5378860.955207747,-9627314.370201609
INSERT,ARDOOR,AUD05D1S,-5357316.399124605,-9633264.126569216
INSERT,ARDOOR,AUD05D1S,-5365223.311757501,-9616288.54909031
INSERT,ARDOOR,AUD02D1S,-5475003.48842409,-9602954.720334343
INSERT,WINDOW,_LIFTD,5348212.758346131,-9641044.623917705
INSERT,WINDOW,_LIFTD,5514493.880199712,-9582535.009206806
INSERT,ARDOOR,AUD01D1S,-5511904.222068733,-9582134.138462254
INSERT,ARDOOR,AUD05D1S,5385490.436171799,-9627630.78601362
INSERT,ARDOOR,AUD05D1S,-5348845.175085979,-9628212.173388297
INSERT,ARDOOR,AUD05D1S,5381153.381476333,-9611897.106314504
INSERT,ARDOOR,AUD05D1S,5384942.976851262,-9625644.863484385
INSERT,ARDOOR,AUD05D1S,-5353444.297187461,-9619784.622683772
INSERT,ARDOOR,AUD05D1S,-5482567.980678423,-9587009.994836968
INSERT,ARDOOR,AUD05D1S,-5473648.068031962,-9600942.571614877
INSERT,ARDOOR,AUD01D1S,-5381711.403422491,-9628672.552079867
INSERT,ARDOOR,AUD05D1S,-5384968.882423868,-9609776.866730966
INSERT,ARDOOR,AUD05D1S,-5389306.158686768,-9625510.446054413
INSERT,ARDOOR,AUD05D1S,5472645.494032429,-9602536.2890917
INSERT,ARDOOR,AUD05D1S,5468308.122379784,-9586802.3637396
INSERT,ARDOOR,AUD05D1S,5469985.906246186,-9587658.224188004
INSERT,ARDOOR,AUD05D1S,5475550.127262866,-9583489.497783409
INSERT,ARDOOR,AUD05D1S,-5369014.06124615,-9630039.431716992
INSERT,ARDOOR,AUD05D1S,-5352313.293591836,-9637029.986682856
INSERT,ARDOOR,AUD05D1S,-5368310.327856881,-9613300.71061781
INSERT,ARDOOR,AUD05D1S,5369933.266629153,-9622386.373213641
INSERT,ARDOOR,AUD02D1S,5346576.989530022,-9619043.506958368
INSERT,ARDOOR,AUD05D1S,-5518462.918847026,-9581441.199730754
INSERT,ARDOOR,AUD01D1S,-5338455.080830628,-9640845.976077624
INSERT,ARDOOR,AUD02D1S,-5318531.155176055,-9627023.336576938
INSERT,ARDOOR,AUD02D1S,5323415.900827378,-9644742.874951015
INSERT,ARDOOR,AUD05D1S,5374525.494141522,-9611587.375550055
INSERT,ARDIM,SX2,-5521116.652629936,-9574578.934918021
INSERT,ARDIM,SX2,-5516360.07757919,-9591543.575204125
INSERT,ARDIM,SX1,-5491716.742561822,-9602496.582244231
INSERT,ARDIM,SX1,-5484918.546858268,-9577835.955418889
INSERT,ARDIM,SX1,-5451231.049000705,-9592796.626909533
INSERT,ARDIM,SX1,-5454908.936759841,-9606139.511970182
INSERT,ARDIM,SX1,-5403476.360451734,-9605961.163270164
INSERT,ARDIM,SX1,-5407154.569573415,-9619303.959872476
INSERT,ARDIM,SX2,-5373529.82996051,-9630917.593657716
INSERT,ARDIM,SX1,-5368361.134960195,-9618752.985990726
INSERT,ARDIM,SX2,-5340010.697263836,-9621112.443607211
INSERT,ARDIM,SX2,-5346953.173510289,-9638243.98130289
INSERT,ARDOOR,AUD02D1S,-5520867.806461909,-9590176.204838448
INSERT,ARDOOR,AUD01D1S,5519761.457010197,-9586415.219630273
INSERT,ARDOOR,AUD01D1S,-5334566.516800793,-9622219.063482793
INSERT,ARDOOR,AUD01D1S,-5340638.848891012,-9620679.955707934
INSERT,WINDOW,_LIFTD,5341709.552715157,-9617454.081040747
INSERT,ARDOOR,AUD02D1S,-5336823.202482661,-9621596.447244408
INSERT,ARDOOR,AUD05D1S,5482137.853045927,-9600989.027136002
INSERT,2,AUD05D1S,-5340008.861643743,-9626185.614336863
INSERT,2,AUD05D1S,5342289.05522654,-9634457.074219236
INSERT,MPFIXTURE,A1138DAB,-5318717.083039618,-9628969.364547796
INSERT,MPFIXTURE,A1138DAB,-5322577.717711996,-9642973.914448399
INSERT,ARDOOR,AUD05D1S,-5516423.22592244,-9574042.161084825
INSERT,ARDOOR,AUD05D1S,5487681.045482897,-9589926.549198612
INSERT,ARDOOR,AUD02D1S,-5521624.103838214,-9587301.992914913
INSERT,STAIR,_ARROW,-5460824.440647908,-9597921.762885018
INSERT,STAIR,_ARROW,-5460612.273412187,-9596412.990587687
INSERT,STAIR,_ARROW,5396447.245204146,-9614085.805741087
INSERT,ARDOOR,AUD02D1S,5512924.687414886,-9576391.166022975
INSERT,ARDOOR,AUD02D1S,5522539.719935497,-9578424.154724698
INSERT,COLUMN,_FZHK,-5469799.340622996,-9556137.568379261
INSERT,ARDOOR,AUD05D1S,-5449934.371092806,-9567625.410811499
INSERT,ARDOOR,AUD01D1S,5525268.881078858,-9534320.14573468
INSERT,ARDOOR,AUD05D1S,-5530412.274103595,-9545665.277185078
INSERT,WINDOW,$WINLIB2D$00000001,-5370868.721931202,-9579279.912367747
INSERT,WINDOW,$WINLIB2D$00000001,5364250.599339389,-9580607.674906657
INSERT,WINDOW,$WINLIB2D$00000001,-5382403.864492419,-9576965.671435543
INSERT,WINDOW,$DorLib2D$00000002,5385502.113665165,-9574691.803131502
INSERT,WINDOW,$DORLIB2D$00000148,-5383155.35169533,-9574305.884416569
INSERT,WINDOW,$WINLIB2D$00000001,-5383424.838314339,-9575649.118187051
INSERT,WINDOW,$WINLIB2D$00000001,-5383064.867137123,-9573854.871617715
INSERT,建-柱-平面-混凝土柱,_FZH,-5542883.272658063,-9620471.875577596
INSERT,建-柱-平面-混凝土柱,_FZH,-5537874.139965943,-9645835.5797626
INSERT,建-柱-平面-混凝土柱,_FZH,-5536474.76133458,-9640827.412488423
INSERT,建-窗扇,$DORLIB2D$00000025,-5533105.162585636,-9642962.993011192
INSERT,建-柱-平面-混凝土柱,_FZH,-5546466.696544603,-9632553.227871502
INSERT,建-柱-平面-混凝土柱,_FZH,-5551095.410479105,-9649118.704239917
INSERT,建-柱-平面-混凝土柱,_FZH,-5534852.020347575,-9635019.864678699
INSERT,建-柱-平面-混凝土柱,_FZH,-5542883.272658063,-9620471.875577603
INSERT,CENTER,*X97,-5404226.446230353,-9684666.570991943
INSERT,CENTER,*X97,-5404561.220656593,-9685864.678701449
INSERT,CENTER,*X97,-5402635.002474132,-9686402.901251662
INSERT,CENTER,*X97,-5402300.228047891,-9685204.793542158
INSERT,CENTER,*X97,-5398712.489401016,-9686207.276989566
INSERT,CENTER,*X97,-5399047.263827253,-9687405.384699072
INSERT,CENTER,*X97,-5394378.498490486,-9687418.277727546
INSERT,CENTER,*X97,-5394713.272916719,-9688616.385437059
INSERT,A-STRS,A$C6DF77E91,-5469537.372587114,-9662180.941890902
INSERT,A-STRS,A$C6DF77E91,-5433130.508687753,-9672353.830110555
INSERT,A-STRS,A$C6DF77E91,-5433624.476409148,-9674121.666938974
INSERT,A-STRS,A$C6DF77E91,-5409266.073136186,-9679022.014150655
INSERT,A-STRS,A$C6DF77E91,-5405051.556628259,-9663935.172612685
INSERT,A-STRS,A$C6DF77E91,-5428428.141482202,-9655524.760386995
INSERT,A-STRS,A$C6DF77E91,-5428907.92062082,-9657241.818395009
INSERT,A-STRS,A$C6DF77E91,-5465321.920840243,-9647094.469206196
INSERT,龙阳路站平剖面图0625$0$A-DOOR,龙阳路站平剖面图0625$0$$TCHSYS$LDOR22D,-5442981.973242443,-9651812.63062144
INSERT,龙阳路站平剖面图0625$0$A-DOOR,龙阳路站平剖面图0625$0$$TCHSYS$LDOR22D,-5447987.442959296,-9669726.459717807
INSERT,建-窗扇,$DorLib2D$00000001,-5504814.139840654,-9654232.155910998
INSERT,建-窗扇,$DorLib2D$00000001,-5509622.620320254,-9655276.67277411
INSERT,建-窗扇,$DorLib2D$00000001,-5511596.60414288,-9659740.111792174
INSERT,建-窗扇,$DorLib2D$00000001,-5510707.138758934,-9659158.002411764
INSERT,建-窗扇,$DorLib2D$00000009,-5347985.763628182,-9677110.440932066
INSERT,建-窗扇,$DorLib2D$00000001,-5518563.932654006,-9649559.555186877
INSERT,建-窗扇,$DorLib2D$00000001,-5513616.65261118,-9648761.482397034
INSERT,建-窗扇,$DorLib2D$00000001,-5512075.678065214,-9649192.060437208
INSERT,建-窗扇,$DorLib2D$00000001,-5514181.786288905,-9650784.011488619
INSERT,建-窗扇,$DorLib2D$00000001,-5512640.811742933,-9651214.589528787
INSERT,建-窗扇,$DorLib2D$00000001,-5528893.11066067,-9643049.702501807
INSERT,建-窗扇,$DorLib2D$00000001,-5530434.085206641,-9642619.124461635
INSERT,建-窗扇,$DorLib2D$00000001,-5525016.763565242,-9647756.509643661
INSERT,建-窗扇,$DORLIB2D$00000025,-5527321.185095741,-9653030.942405662
INSERT,建-窗扇,$DORLIB2D$00000025,-5511863.284181498,-9657350.178371133
INSERT,建-窗扇,$DorLib2D$00000001,-5383165.957429955,-9688565.647084665
INSERT,建-窗扇,$DORLIB2D$00000025,-5381986.161142544,-9690660.421707439
INSERT,建-窗扇,$DorLib2D$00000001,-5377147.948484553,-9691181.668554969
INSERT,建-窗扇,$DorLib2D$00000001,-5369780.163936643,-9693240.36980954
INSERT,建-窗扇,$DorLib2D$00000001,-5357018.968477843,-9696806.094204715
INSERT,建-窗扇,$DORLIB2D$00000025,-5365179.907500576,-9695356.413458059
INSERT,建-窗扇,$DORLIB2D$00000025,-5366913.503864793,-9694872.013162868
INSERT,建-窗扇,$DORLIB2D$00000025,-5352298.311038116,-9697190.663456858
INSERT,建-窗扇,$DorLib2D$00000001,-5377040.155782331,-9669615.065189271
INSERT,建-窗扇,$DORLIB2D$00000025,-5334218.647774931,-9684695.133225327
INSERT,建-窗扇,$DORLIB2D$00000025,-5338201.494646519,-9698949.147775529
INSERT,建-窗扇,$DORLIB2D$00000025,-5355344.836470414,-9694158.967078617
INSERT,建-窗扇,$DORLIB2D$00000025,-5351361.989598825,-9679904.95252841
INSERT,建-窗扇,$DORLIB2D$00000025,-5356851.71141884,-9678371.018260301
INSERT,建-窗扇,$DORLIB2D$00000025,-5366049.403240084,-9675801.005583025
INSERT,建-窗扇,$DORLIB2D$00000025,-5360834.558290425,-9692625.032810504
INSERT,建-窗扇,$DORLIB2D$00000025,-5367782.999604299,-9675316.605287841
INSERT,建-窗扇,$DORLIB2D$00000025,-5377173.313243793,-9672692.770355537
INSERT,建-窗扇,$DORLIB2D$00000025,-5343437.707416709,-9699666.48718284
INSERT,建-窗扇,$DorLib2D$00000002,-5524505.687309511,-9639052.964289506
INSERT,建-窗扇,$DorLib2D$00000002,-5386254.272410391,-9686612.493075998
INSERT,建-窗扇,$DorLib2D$00000002,-5381706.29186108,-9670335.949434207
INSERT,建-窗扇,$DorLib2D$00000001,-5385092.17561241,-9688027.424534448
INSERT,建-窗扇,$DorLib2D$00000001,-5341514.16211086,-9677361.275379078
INSERT,建-窗扇,$DorLib2D$00000002,-5504316.283992303,-9652450.404130144
INSERT,建-窗扇,$DORLIB2D$00000025,-5533105.162591754,-9642962.993045161
INSERT,建-窗扇,$DorLib2D$00000001,-5352337.830467065,-9677451.845396651
INSERT,建-窗扇,$DORLIB2D$00000025,-5501693.92133219,-9651054.619734603
INSERT,建-窗扇,$DorLib2D$00000001,-5371550.433962319,-9671148.999457379
INSERT,建-窗扇,$DorLib2D$00000001,-5364182.649414407,-9673207.70071195
INSERT,建-窗扇,$DORLIB2D$00000025,-5374080.005852239,-9669611.545050345
INSERT,建-窗扇,$DORLIB2D$00000025,-5355829.088573426,-9674711.203713625
INSERT,建-窗扇,$DorLib2D$00000001,-5353482.178378234,-9669656.303859458
INSERT,建-窗扇,$DorLib2D$00000001,-5513421.16034466,-9643416.926028754
INSERT,建-窗扇,$DORLIB2D$00000025,-5336006.214585069,-9705584.714477058
INSERT,建-柱-平面-混凝土柱,_FZH,-5546466.696552392,-9632553.227907624
INSERT,建-柱-平面-混凝土柱,_FZH,-5551095.410484236,-9649118.70427678
INSERT,建-柱-平面-混凝土柱,_FZH,-5522533.435635323,-9639240.643094035
INSERT,建-柱-平面-混凝土柱,_FZH,-5527162.149567166,-9655806.119463196
INSERT,建-柱-平面-混凝土柱,_FZH,-5494603.271989647,-9647044.870072148
INSERT,建-柱-平面-混凝土柱,_FZH,-5499231.985921494,-9663610.346441304
INSERT,建-柱-平面-混凝土柱,_FZH,-5470525.544708895,-9653772.651949834
INSERT,建-柱-平面-混凝土柱,_FZH,-5475154.258640742,-9670338.128318991
INSERT,建-柱-平面-混凝土柱,_FZH,-5441632.271971989,-9661845.990203051
INSERT,建-柱-平面-混凝土柱,_FZH,-5446260.985903836,-9678411.46657221
INSERT,建-柱-平面-混凝土柱,_FZH,-5417367.713166933,-9686484.804825427
INSERT,建-柱-平面-混凝土柱,_FZH,-5412738.999235087,-9669919.328456272
INSERT,建-柱-平面-混凝土柱,_FZH,-5383845.726498183,-9677992.666709487
INSERT,建-柱-平面-混凝土柱,_FZH,-5388474.440430028,-9694558.143078648
