type,layer,x,y,text
ATTRIB,0,-6652990.105602112,-9339799.864748663,380
ATTRIB,0,-6652990.105602112,-9339799.864748663,270
ATTRIB,0,-6653586.535758766,-9338030.06534508,720
ATTRIB,0,-6653586.57065461,-9338030.066367597,480
ATTRIB,C-AXIS,-6700463.463006699,-9297048.901243197,C
ATTRIB,C-AXIS,-6475570.343181892,-9391037.500314928,A
ATTRIB,C-AXIS,-6470941.629250114,-9374472.023945752,B
ATTRIB,C-AXIS,-6467497.004928787,-9362144.227577996,C
ATTRIB,C-AXIS,-6641613.318035759,-9353794.536863032,1/3
ATTRIB,C-AXIS,-6681582.345321849,-9342626.418946238,2
ATTRIB,C-AXIS,-6655289.46713124,-9349973.156756563,3'
ATTRIB,C-AXIS,-6653652.181676147,-9350430.645924241,3
ATTRIB,C-AXIS,-6629574.454395366,-9357158.427801829,4
ATTRIB,C-AXIS,-6600681.181658435,-9365231.766054936,5
ATTRIB,C-AXIS,-6571787.9089215,-9373305.104308043,6
ATTRIB,C-AXIS,-6544531.921639658,-9380920.953393472,7'
ATTRIB,C-AXIS,-6542894.636184563,-9381378.442561148,7
ATTRIB,C-AXIS,-6514001.363447627,-9389451.780814255,8
ATTRIB,C-AXIS,-6485300.71252894,-9397471.296812341,9
ATTRIB,C-AXIS,-6708536.801259803,-9325942.173980132,A
ATTRIB,C-AXIS,-6703908.087328024,-9309376.697610954,B
ATTRIB,C-AXIS,-6705660.073056125,-9335898.636941934,1
ATTRIB,ARGRIDTEXT,-6708947.596344786,-9231211.287888504,1/H
ATTRIB,ARGRIDTEXT,-6451684.731064991,-9301234.88134722,1/H
ATTRIB,ARGRIDTEXT,-6718412.967003684,-9265547.149369814,1/0A
ATTRIB,ARGRIDTEXT,-6461379.68015111,-9336403.544137658,1/0A
ATTRIB,ARGRIDTEXT,-6683834.949509915,-9284823.100139673,1
TEXT,PUB_DIM,-6713349.910058626,-9260327.288408264,4350
ATTRIB,ARGRIDTEXT,-6717270.21180378,-9261401.777184707,A
TEXT,PUB_DIM,-6711423.171844951,-9253337.998039711,3050
ATTRIB,ARGRIDTEXT,-6716114.168752707,-9257208.202997446,B
ATTRIB,ARGRIDTEXT,-6715170.73132022,-9253785.860844624,C
TEXT,PUB_DIM,-6712300.169942864,-9256519.330203481,3550
ATTRIB,ARGRIDTEXT,-6714360.172399356,-9250845.538713326,D
TEXT,PUB_DIM,-6710266.016542525,-9249140.390935393,5980.5
ATTRIB,ARGRIDTEXT,-6711016.816168547,-9238717.432951748,G
ATTRIB,ARGRIDTEXT,-6711960.253601032,-9242139.775104575,F
ATTRIB,ARGRIDTEXT,-6711960.253601032,-9242139.775104575,F
ATTRIB,ARGRIDTEXT,-6712770.8125219,-9245080.097235868,E
TEXT,PUB_DIM,-6709023.253046628,-9244632.234430957,3050
ATTRIB,ARGRIDTEXT,-6709860.773117476,-9234523.858764488,H
ATTRIB,ARGRIDTEXT,-6659957.605723684,-9291405.37009116,3
ATTRIB,ARGRIDTEXT,-6671896.2776168,-9288114.235115418,2
TEXT,PUB_DIM,-6677007.145894174,-9282795.60804434,12384
TEXT,PUB_DIM,-6665068.474001058,-9286086.743020078,12384
ATTRIB,ARGRIDTEXT,-6649424.962665245,-9294340.811648661,4
ATTRIB,ARGRIDTEXT,-6646629.246540402,-9295111.507016045,6
ATTRIB,ARGRIDTEXT,-6648027.108577094,-9294726.158236766,5
ATTRIB,ARGRIDTEXT,-6636080.261937453,-9297987.640042649,7
TEXT,PUB_DIM,-6629252.458321713,-9295960.147947303,12384
ATTRIB,ARGRIDTEXT,-6624141.590044337,-9301278.775018387,8
TEXT,PUB_DIM,-6617313.786428598,-9299251.282923043,12384
ATTRIB,ARGRIDTEXT,-6612202.918151226,-9304569.909994128,9
TEXT,PUB_DIM,-6605375.114535482,-9302542.417898786,12384
ATTRIB,ARGRIDTEXT,-6600264.246258111,-9307861.044969868,10
TEXT,PUB_DIM,-6545681.755069908,-9318998.092777491,12384
ATTRIB,ARGRIDTEXT,-6586935.887074831,-9311567.181894753,13
ATTRIB,ARGRIDTEXT,-6589731.603199667,-9310796.486527371,11
ATTRIB,ARGRIDTEXT,-6588333.749111519,-9311181.833115472,12
TEXT,PUB_DIM,-6581889.457236216,-9310161.697746577,210528
ATTRIB,ARGRIDTEXT,-6576386.902471879,-9314443.314921353,14
TEXT,PUB_DIM,-6569559.09885614,-9312415.822826011,12384
TEXT,PUB_DIM,-6557620.426963024,-9315706.957801749,12384
ATTRIB,ARGRIDTEXT,-6564448.230578762,-9317734.449897095,15
ATTRIB,ARGRIDTEXT,-6552509.558685646,-9321025.584872833,16
ATTRIB,ARGRIDTEXT,-6540570.886792534,-9324316.719848578,17
ATTRIB,ARGRIDTEXT,-6530038.243734099,-9327252.161406081,18
ATTRIB,ARGRIDTEXT,-6527242.527609254,-9328022.856773463,20
ATTRIB,ARGRIDTEXT,-6528640.38964595,-9327637.507994181,19
ATTRIB,ARGRIDTEXT,-6516693.543006303,-9330898.989800058,21
ATTRIB,ARGRIDTEXT,-6504754.87111319,-9334190.124775799,22
TEXT,PUB_DIM,-6509865.739390565,-9328871.497704716,12384
ATTRIB,ARGRIDTEXT,-6492816.199220073,-9337481.259751537,23
TEXT,PUB_DIM,-6497927.06749745,-9332162.632680457,12384
ATTRIB,ARGRIDTEXT,-6480877.527326961,-9340772.394727279,24
TEXT,PUB_DIM,-6485988.395604334,-9335453.767656204,12384
TEXT,PUB_DIM,-6462701.339906157,-9329423.607630852,4350
ATTRIB,ARGRIDTEXT,-6460236.924951202,-9332258.171952547,A
TEXT,PUB_DIM,-6459617.44639006,-9318236.710157984,5980.5
TEXT,PUB_DIM,-6460774.60169248,-9322434.317262295,3050
TEXT,PUB_DIM,-6461651.599790396,-9325615.649426069,3550
ATTRIB,ARGRIDTEXT,-6459080.881900131,-9328064.597765289,B
ATTRIB,ARGRIDTEXT,-6458137.444467646,-9324642.255612467,C
ATTRIB,ARGRIDTEXT,-6457326.885546779,-9321701.933481168,D
TEXT,PUB_DIM,-6458374.682894157,-9313728.55365355,3050
ATTRIB,ARGRIDTEXT,-6453983.529315974,-9309573.82771959,G
ATTRIB,ARGRIDTEXT,-6454926.966748455,-9312996.169872416,F
ATTRIB,ARGRIDTEXT,-6454926.966748455,-9312996.169872416,F
ATTRIB,ARGRIDTEXT,-6455737.525669323,-9315936.492003711,E
ATTRIB,ARGRIDTEXT,-6452827.486264903,-9305380.253532332,H
ATTRIB,0,-6649020.108055086,-9125757.371514961,1
ATTRIB,0,-6641697.839286148,-9127380.448862304,2
ATTRIB,0,-6636328.175522261,-9128570.705583689,3
ATTRIB,0,-6630470.360507111,-9129869.167461558,4
ATTRIB,0,-6623148.091738177,-9131492.244808901,5
ATTRIB,0,-6615337.671717973,-9133223.527312733,6
ATTRIB,0,-6607527.25169778,-9134954.809816562,7
ATTRIB,0,-6599716.83167758,-9136686.092320394,8
ATTRIB,0,-6591906.411657377,-9138417.374824227,9
ATTRIB,0,-6584095.991637179,-9140148.657328053,10
ATTRIB,0,-6576285.571616978,-9141879.939831882,11
ATTRIB,0,-6568475.151596779,-9143611.222335719,12
ATTRIB,0,-6560664.731576584,-9145342.504839547,13
ATTRIB,0,-6554498.335193907,-9154490.552142773,14
ATTRIB,0,-6546687.915173711,-9156221.834646606,15
ATTRIB,0,-6538877.49515351,-9157953.117150437,16
ATTRIB,0,-6523549.545863869,-9161350.759064205,18
ATTRIB,0,-6515739.125843671,-9163082.041568037,19
ATTRIB,0,-6507928.705823469,-9164813.324071866,20
ATTRIB,0,-6500118.285803274,-9166544.606575696,21
ATTRIB,0,-6492307.86578307,-9168275.889079529,22
ATTRIB,0,-6484985.597014135,-9169898.966426869,23
ATTRIB,0,-6477175.176993934,-9171630.2489307,24
ATTRIB,0,-6469364.756973739,-9173361.531434533,25
ATTRIB,0,-6461554.336953538,-9175092.813938361,26
ATTRIB,0,-6453743.91693334,-9176824.096442192,27
ATTRIB,0,-6445933.49691314,-9178555.378946024,28
ATTRIB,0,-6437634.925641678,-9180394.866606345,29
ATTRIB,0,-6430312.65687274,-9182017.943953685,30
ATTRIB,0,-6422502.236852542,-9183749.226457516,31
ATTRIB,0,-6414691.816832343,-9185480.508961349,32
ATTRIB,0,-6407857.699314665,-9186995.381152202,33
ATTRIB,0,-6401511.733048254,-9188402.048186564,34
ATTRIB,0,-6395165.766781843,-9189808.715220923,35
ATTRIB,0,-6660638.033785564,-9152373.342372381,C
ATTRIB,0,-6659447.777064181,-9147003.678608498,D
ATTRIB,0,-6662574.903465834,-9161111.250350938,A
ATTRIB,AXIS_TEXT,-6662358.495773743,-9160134.947267451,1/A
ATTRIB,AXIS_TEXT,-6662077.16236687,-9158865.754014172,B
ATTRIB,0,-6657510.90476302,-9138265.771210898,F
ATTRIB,AXIS_TEXT,-6657727.315075995,-9139242.073713418,1/E
ATTRIB,AXIS_TEXT,-6658008.648482871,-9140511.266966704,E
ATTRIB,0,-6391141.324772525,-9206477.338836261,D
ATTRIB,0,-6389204.452471363,-9197739.431438666,F
ATTRIB,AXIS_TEXT,-6389420.862784344,-9198715.73394119,1/E
ATTRIB,AXIS_TEXT,-6389702.196191215,-9199984.927194476,E
ATTRIB,0,-6391606.60694543,-9208576.389216695,1/C
ATTRIB,0,-6657153.827746604,-9136654.872081729,G
ATTRIB,0,-6655714.699165297,-9130162.46043994,H
ATTRIB,0,-6392840.145731804,-9214141.313491891,1/B
ATTRIB,0,-6390697.683630921,-9204475.918706091,1/D
ATTRIB,0,-6393857.274200408,-9218729.935242954,B
ATTRIB,0,-6531068.051435815,-9159684.183243953,17
ATTRIB,AXIS_TEXT,-6710722.95467339,-9228268.641261744,2/6
ATTRIB,AXIS_TEXT,-6707781.566898727,-9228858.758164607,7
ATTRIB,AXIS_TEXT,-6699055.449833884,-9230609.438309762,8
ATTRIB,AXIS_TEXT,-6690721.517805659,-9232281.436201208,9
ATTRIB,AXIS_TEXT,-6684838.742256329,-9233461.67000693,10
ATTRIB,AXIS_TEXT,-6673661.468712594,-9235704.114237805,11
ATTRIB,AXIS_TEXT,-6665425.582943534,-9237356.44156582,12
ATTRIB,AXIS_TEXT,-6657189.697174466,-9239008.768893834,13
ATTRIB,AXIS_TEXT,-6648953.8114054,-9240661.096221845,14
ATTRIB,AXIS_TEXT,-6640717.925636334,-9242313.423549861,15
ATTRIB,AXIS_TEXT,-6717576.04929914,-9215389.308218609,A
ATTRIB,AXIS_TEXT,-6716165.669901293,-9208359.391437154,B
ATTRIB,AXIS_TEXT,-6715123.130039573,-9203162.939701911,C
ATTRIB,AXIS_TEXT,-6713712.750641734,-9196133.022920459,D
ATTRIB,AXIS_TEXT,-6712139.105567437,-9188289.322188012,E
ATTRIB,AXIS_TEXT,-6710368.754858849,-9179465.158864017,G
ATTRIB,AXIS_TEXT,-6708401.698515979,-9169660.532948464,J
ATTRIB,AXIS_TEXT,-6707516.523161682,-9165248.451286464,1/J
ATTRIB,AXIS_TEXT,-6469115.661903814,-9264979.734734257,A
ATTRIB,AXIS_TEXT,-6467705.282505975,-9257949.817952807,B
ATTRIB,AXIS_TEXT,-6466662.742644254,-9252753.366217561,C
ATTRIB,AXIS_TEXT,-6465252.363246414,-9245723.449436111,D
ATTRIB,AXIS_TEXT,-6463678.71817211,-9237879.748703671,E
ATTRIB,AXIS_TEXT,-6459941.311120651,-9219250.959464115,J
ATTRIB,AXIS_TEXT,-6459056.13576636,-9214838.877802115,1/J
ATTRIB,AXIS_TEXT,-6632482.03986727,-9243965.750877876,16
ATTRIB,AXIS_TEXT,-6624246.154098202,-9245618.078205888,17
ATTRIB,AXIS_TEXT,-6616010.268329143,-9247270.405533901,18
ATTRIB,AXIS_TEXT,-6607774.382560073,-9248922.732861913,19
ATTRIB,AXIS_TEXT,-6599538.496791002,-9250575.060189927,20
ATTRIB,AXIS_TEXT,-6591302.611021939,-9252227.387517942,21
ATTRIB,AXIS_TEXT,-6583066.725252876,-9253879.714845956,22
ATTRIB,AXIS_TEXT,-6574830.839483809,-9255532.042173971,23
ATTRIB,AXIS_TEXT,-6566594.953714742,-9257184.369501985,24
ATTRIB,AXIS_TEXT,-6558359.067945679,-9258836.696829998,25
ATTRIB,AXIS_TEXT,-6550123.182176611,-9260489.024158014,26
ATTRIB,AXIS_TEXT,-6545515.007996299,-9261413.540639162,27
ATTRIB,AXIS_TEXT,-6539632.232446968,-9262593.774444884,1/27
ATTRIB,AXIS_TEXT,-6534729.919489191,-9263577.302616319,28
ATTRIB,AXIS_TEXT,-6528847.143939859,-9264757.536422049,29
ATTRIB,AXIS_TEXT,-6520513.211911636,-9266429.534313486,30
ATTRIB,AXIS_TEXT,-6515610.898953859,-9267413.062484928,31
ATTRIB,AXIS_TEXT,-6509237.892108749,-9268691.64910779,32
ATTRIB,AXIS_TEXT,-6501100.052598841,-9270324.305872376,1/32
ATTRIB,AXIS_TEXT,-6496001.647122751,-9271347.175170674,33
ATTRIB,AXIS_TEXT,-6489138.408981861,-9272724.114610683,34
ATTRIB,AXIS_TEXT,-6482275.170840972,-9274101.054050696,35
ATTRIB,AXIS_TEXT,-6461121.544926379,-9225133.735013448,H
ATTRIB,AXIS_TEXT,-6462301.778732103,-9231016.510562781,F
TEXT,建-墙体－砖墙,-6597142.953585448,-9330150.398643489,出站
ATTRIB,WINDOW_TEXT,-6582410.971772111,-9246149.823131288,
TEXT,文本,-6619027.812003253,-9267729.123262729,无障碍
TEXT,AUDIT_D_110625132327-0,-6685214.079730394,-9231102.481861432,DT-
TEXT,AUDIT_D_110625132327-0,-6685079.622988828,-9230728.437631775,5
TEXT,PUB_TEXT,-6576624.992959018,-9235460.685009041,增软隔离栏杆
TEXT,0-修改拆除,-6558579.538348449,-9263348.836217055,残疾人坡道
TEXT,0-修改拆除,-6528414.805002332,-9271982.479525332,新增花坛、挡墙
TEXT,0-修改新增,-6512281.605532919,-9282274.677097703,修复虚线范围地面地砖
TEXT,0-修改拆除,-6582825.205633444,-9323740.870595729,残疾人坡道
TEXT,0-修改拆除,-6597125.267516831,-9326591.76882217,闸机
TEXT,0-修改拆除,-6592317.88482407,-9326831.551594057,客服中心
TEXT,0-修改新增,-6529219.669059971,-9275367.403184048,新增排水沟盖板
TEXT,0-导向定位-悬挂,-6588644.06527586,-9314833.488979015,落地广告灯箱
TEXT,PUB_TEXT,-6561355.964091478,-9330434.102475347,增设栏杆
TEXT,PUB_TEXT,-6581000.879794723,-9220596.396636233,新建出入口
ATTRIB,WINDOW_TEXT,-6690586.892139765,-9318685.65452299,
ATTRIB,WINDOW_TEXT,-6690300.59465633,-9317661.038557059,
TEXT,PUB_TEXT,-6540192.443628024,-9318235.375084395,雨棚顶部设置DN100UPVC雨水管
TEXT,PUB_TEXT,-6539712.658400206,-9319184.971894086,排水接至室外雨水收集井
TEXT,建-文字,-6677136.801952173,-9201212.52851808,票亭
TEXT,PUB_TEXT,-6671013.978348581,-9188937.228157808,1号口(改为进站)
TEXT,AFC设备,-6582523.342944115,-9218498.925266169,宽通道
TEXT,公用-说明,-6580097.89431391,-9220069.928753634,出站
TEXT,AFC设备,-6676987.427927696,-9201823.350860813,BOM
TEXT,AFC设备,-6651755.064192406,-9207227.94867785,TVM
TEXT,AFC设备,-6652784.549363912,-9207021.407951637,TVM
TEXT,AFC设备,-6653814.034535423,-9206814.867225428,TVM
TEXT,AFC设备,-6654843.519706925,-9206608.326499212,TVM
TEXT,AFC设备,-6655873.00487843,-9206401.785773001,TVM
TEXT,AFC设备,-6656902.490049938,-9206195.245046794,TVM
TEXT,AFC设备,-6657931.975221445,-9205988.70432058,TVM
TEXT,AFC设备,-6648865.619207669,-9205102.317344017,TVM
TEXT,AFC设备,-6649072.159933933,-9206131.802515514,TVM
TEXT,AFC设备,-6649278.700660192,-9207161.287687007,TVM
TEXT,AFC设备,-6659921.333115542,-9204474.945866177,TVM
TEXT,0,-6659381.612558283,-9202326.935707484,CVM
TEXT,0,-6659588.153397841,-9203356.421443958,CVM
TEXT,PUB_TEXT,-6678520.088894014,-9210769.029065307,配电间
TEXT,PUB_TEXT,-6654931.821484134,-9202960.24182738,新设售票厅
TEXT,轴网$0$PUB_TEXT,-6581790.472342249,-9384938.877946442,下行
TEXT,轴网$0$PUB_TEXT,-6581880.132515349,-9386666.552989916,下行
TEXT,轴网$0$PUB_TEXT,-6581969.742755578,-9388394.230623308,下行
TEXT,轴网$0$PUB_TEXT,-6582059.352995798,-9390121.908256661,下行
TEXT,门号,-6570722.253527399,-9389658.028311414,换乘通道天桥
ATTRIB,建-符号-门编号,-6682757.067611581,-9335682.859604645,
ATTRIB,建-符号-门编号,-6686431.847982882,-9335480.208802293,
ATTRIB,建-符号-门编号,-6684987.184345882,-9335883.875714404,
ATTRIB,建-符号-门编号,-6682102.672617337,-9336689.86398225,
ATTRIB,建-符号-门编号,-6680658.008980342,-9337093.530894359,
ATTRIB,建-符号-门编号,-6679213.345343343,-9337497.19780647,
ATTRIB,建-符号-门编号,-6676463.668887588,-9338265.510495849,
ATTRIB,建-符号-门编号,-6673429.875249887,-9339113.211011284,
ATTRIB,建-符号-门编号,-6671985.211612891,-9339516.877923394,
ATTRIB,建-符号-门编号,-6669095.884338892,-9340324.211747612,
ATTRIB,建-符号-门编号,-6667651.220701891,-9340727.878659722,
ATTRIB,建-符号-门编号,-6664761.893427893,-9341535.212483943,
ATTRIB,建-符号-门编号,-6661102.078880828,-9342557.835327953,
ATTRIB,建-符号-门编号,-6690866.965348468,-9334240.951382115,
ATTRIB,建-符号-门编号,-6656195.038060489,-9343928.957272751,
ATTRIB,建-符号-门编号,-6689321.175256881,-9334672.874978075,
ATTRIB,建-符号-门编号,-6687876.51161988,-9335076.541890186,
ATTRIB,建-符号-门编号,-6677137.845251523,-9338077.132603538,
ATTRIB,建-符号-门编号,-6677812.021615429,-9337888.754711133,
ATTRIB,建-符号-门编号,-6663418.356245487,-9341910.622712203,
ATTRIB,WINDOW_TEXT,-6701506.095636053,-9339571.417663757,
ATTRIB,WINDOW_TEXT,-6701644.930682125,-9337827.023443697,
TEXT,轴网$0$PUB_TEXT,-6660510.55924021,-9346995.920995707,上行
TEXT,轴网$0$PUB_TEXT,-6660972.693746211,-9348608.206975653,上行
TEXT,文字层,-6652544.020269289,-9349371.006058294,既有扶梯(利旧)
TEXT,文字层,-6652969.981481346,-9350895.457665451,既有扶梯(利旧)
TEXT,文字层,-6652551.31366064,-9352875.712695292,既有楼梯(利旧)
TEXT,PUB_TEXT,-6744942.6635764,-9336280.692490456,SK19+882.303
TEXT,PUB_TEXT,-6744575.771517956,-9337019.113613873,车站与区间分界里程
TEXT,PUB_TEXT,-6744980.617258568,-9335749.598443159,XK19+882.106
TEXT,PUB_TEXT,-6693936.613433155,-9843197.454168013,SK19+374.338
TEXT,PUB_TEXT,-6693510.982993244,-9843903.651213237,车站与区间分界里程
TEXT,PUB_TEXT,-6694017.559264958,-9842671.19459197,XK19+371.964
TEXT,SPACE,-6718632.893686004,-9471981.588266947,站厅层
TEXT,SPACE,-6687904.374831719,-9792838.336193792,远期预留空间
TEXT,SPACE,-6698120.334420572,-9725788.002216146,远期预留空间
TEXT,SPACE,-6705822.153573735,-9665793.874929891,远期预留空间
TEXT,WINDOW,-6689151.370162827,-9834850.492301928,GFM1223(甲)
TEXT,PUB_TEXT,-6738871.62009973,-9426996.645530214,芳芯路站
TEXT,PUB_TEXT,-6735899.399793495,-9421651.281631326,SK19+796.297
TEXT,PUB_TEXT,-6739914.225371656,-9423704.433920063,龙阳路站
TEXT,PUB_TEXT,-6739571.946286992,-9421449.445662986,X2269.783
TEXT,PUB_TEXT,-6739354.273850751,-9425383.499055387,X1128.086
TEXT,PUB_TEXT,-6739003.483331576,-9421409.79071242,S2270.047
TEXT,PUB_TEXT,-6738752.601973017,-9425359.467806813,S1128.870
TEXT,PUB_TEXT,-6735763.888852929,-9422373.432576668,有效站台中心里程
TEXT,PUB_TEXT,-6739332.367150685,-9419390.078681976,迎春路站
TEXT,PUB_TEXT,-6697015.109405652,-9557623.920421892,5
TEXT,PUB_TEXT,-6686438.82645101,-9842369.724315908,-7.682(9.290)
TEXT,PUB_TEXT,-6713506.274334242,-9420857.665262374,-5.100(11.890)
TEXT,PUB_TEXT,-6732355.630798646,-9422038.004503889,-5.100(11.890)
TEXT,PUB_TEXT,-6707684.664023418,-9520768.663252987,0.2%
TEXT,PUB_TEXT,-6709534.08788839,-9480382.07798023,0.2%
ATTRIB,WINDOW_TEXT,-6690361.475923801,-9835223.686115064,
TEXT,SPACE,-6694982.485444431,-9509154.565551728,排烟风机房
TEXT,门号,-6690016.19298414,-9511955.818884718,GHFM1220(6)
TEXT,SPACE,-6690785.285127478,-9510589.814328641,前室
ATTRIB,WINDOW_TEXT,-6691363.947088761,-9511224.179912973,
TEXT,SPACE,-6717173.075162876,-9458168.285991678,疏散门
TEXT,SPACE,-6702679.103349261,-9363061.264223462,备品室
TEXT,SPACE,-6696896.469625744,-9497244.053327305,便民服务中心
TEXT,SPACE,-6704595.635494389,-9766573.50831571,上
TEXT,SPACE,-6701538.802203347,-9598272.647212272,活塞风井兼吊装孔
TEXT,SPACE,-6703839.061440163,-9591711.956142296,排烟风机房
TEXT,SPACE,-6723180.017869813,-9393845.909390122,站厅层
TEXT,SPACE,-6726696.665996277,-9380189.180142032,风孔
TEXT,SPACE,-6727291.603632628,-9377840.940865002,风孔
TEXT,SPACE,-6695398.363455296,-9502991.433281332,警务室
TEXT,SPACE,-6695067.349998578,-9502945.689867285,22
TEXT,SPACE,-6719996.447206544,-9578276.461926476,19
TEXT,SPACE,-6701119.236546087,-9576913.664841576,大系统预留风孔
TEXT,SPACE,-6701298.657029735,-9574332.19281005,大系统预留风孔
TEXT,SPACE,-6719867.17293669,-9584867.573049423,运营检修备品间
TEXT,SPACE,-6719562.864687148,-9584343.67548531,30
TEXT,SPACE,-6719261.633571416,-9593341.015780755,运营检修备品间
TEXT,SPACE,-6718957.325321873,-9592817.118216638,29
TEXT,SPACE,-6718830.596042882,-9599372.616734441,配电间
TEXT,SPACE,-6718492.665937076,-9599319.197044911,18
TEXT,SPACE,-6726647.162565195,-9384837.291815648,7.5
TEXT,SPACE,-6726932.846837257,-9384891.791773235,备品间
TEXT,SPACE,-6715866.976633332,-9584685.933932227,此梁上翻
TEXT,SPACE,-6720510.604227317,-9444245.59625331,站厅层
TEXT,SPACE,-6716031.2786635,-9506925.763417561,站厅层
TEXT,SPACE,-6712619.057872598,-9554673.703710792,站厅层
TEXT,SPACE,-6709988.638156755,-9591481.733212605,站厅层
TEXT,SPACE,-6700512.498482697,-9602598.2668804,活塞风井
TEXT,门号,-6716752.832262839,-9602760.606144265,GFM0718(甲)
TEXT,门号,-6714753.36854135,-9602191.332264384,GFM1223(甲)
TEXT,门号,-6727222.870591455,-9495142.616683322,GFM0723(甲)
TEXT,门号,-6691765.272609649,-9511280.257328227,GFM0718(甲)
TEXT,门号,-6729052.740131884,-9381570.196726711,GFM1023(甲)
TEXT,门号,-6728787.228928165,-9383155.302833943,GFM1023(甲)
TEXT,门号,-6728683.819439138,-9384602.334085469,GFM1023(甲)
TEXT,门号,-6704921.04587629,-9352322.32361807,GFM1023(甲)
TEXT,门号,-6706894.32448285,-9343784.85387681,GFM1223(甲)
TEXT,门号,-6705956.618322757,-9360931.869089988,GFM1523(甲)
TEXT,门号,-6692182.947513421,-9505917.216700675,GFM1023(甲)
TEXT,门号,-6690424.514352611,-9506868.22092951,GFM1223(甲)
TEXT,门号,-6690079.412502406,-9511283.168888033,GFM1223(甲)
TEXT,门号,-6698559.708507255,-9500176.890203452,GFM1523(甲)
TEXT,SPACE,-6696603.914622543,-9496970.162026041,28.3
ATTRIB,WINDOW_TEXT,-6685118.029336047,-9398764.312791714,
ATTRIB,WINDOW_TEXT,-6685611.993132583,-9391871.151464249,
TEXT,SPACE,-6695176.96906357,-9506067.510251247,AFC配电及维修室*
TEXT,SPACE,-6694887.896173221,-9505434.883460782,10 
TEXT,SPACE,-6702346.768191252,-9363085.78961197,12.4
TEXT,门号,-6706991.02667556,-9350592.791719011,GFC3015
TEXT,SPACE,-6727369.37720638,-9376020.453354776,5
TEXT,SPACE,-6727636.326266764,-9376174.295243005,备品间
TEXT,SPACE,-6691415.645751156,-9523751.549775269,排风井
TEXT,SPACE,-6691703.407352787,-9519724.83971892,新风井
TEXT,SPACE,-6691059.748485876,-9524009.911513402,4500x4450
TEXT,SPACE,-6691345.353685652,-9520013.376452491,5250x2850
TEXT,SPACE,-6726337.866490647,-9380834.558424803,1200x2500
TEXT,SPACE,-6726958.61065431,-9378459.471439954,1200x2440
TEXT,门号,-6703756.744432442,-9362350.541330645,GFM1023(甲)
TEXT,PUB_TEXT,-6720015.357372073,-9558612.806031554,0.2%
TEXT,PUB_TEXT,-6705062.221173331,-9557465.070754636,0.2%
TEXT,门号,-6717089.340476633,-9597851.304754469,GFM1023(甲)
TEXT,门号,-6717644.2646466,-9589870.574263747,GFM1023(甲)
TEXT,门号,-6718225.418497564,-9581509.333878491,GFM1023(甲)
TEXT,门号,-6718339.982001231,-9579868.499616695,GFM1023(甲)
TEXT,门号,-6705218.943168004,-9589692.458335564,GFM1023(甲)
TEXT,门号,-6701230.58794981,-9579269.206434817,GFM1023(甲)
TEXT,门号,-6701914.017545828,-9576757.8692317,GFM1023(甲)
TEXT,门号,-6702091.732378534,-9574271.067309643,GFM1023(甲)
TEXT,门号,-6726019.592157715,-9511951.293992181,GFM1023(甲)
TEXT,门号,-6726200.636168161,-9509347.580669585,GFM1023(甲)
TEXT,门号,-6726945.928716589,-9499732.618883165,GFM1023(甲)
TEXT,门号,-6727139.66265899,-9497029.517308179,GFM1023(甲)
TEXT,门号,-6716060.257450755,-9578955.242651993,GFM1523(甲)
TEXT,SPACE,-6720237.337460852,-9571587.170715563,备品间
TEXT,SPACE,-6719905.287337931,-9571451.471159367,7
TEXT,SPACE,-6725738.314829596,-9461227.533986495,进站
TEXT,SPACE,-6694644.22992859,-9508844.557691483,59
TEXT,SPACE,-6690824.77848632,-9510146.701565862,6
TEXT,门号,-6692063.934628282,-9507582.589629908,GFM1023(甲)
TEXT,门号,-6698172.860011064,-9504198.934496194,GFM1023(甲)
TEXT,SPACE,-6700804.046874909,-9579076.44440994,备品间
TEXT,SPACE,-6703544.12004165,-9591535.935647334,24.7
TEXT,SPACE,-6700883.322094094,-9578200.041037515,2.6
TEXT,门号,-6686009.347368159,-9358626.574269701,GFM2025(6)
TEXT,门号,-6716836.694069955,-9574079.15503361,GFM1223(甲)
TEXT,门号,-6721207.640345792,-9570049.164768327,GFM1023(甲)
TEXT,门号,-6700809.88159736,-9586822.385157887,GFM1023(甲)
TEXT,门号,-6695702.881628285,-9530724.05829379,GHSFM6028(6)
ATTRIB,WINDOW_TEXT,-6691657.283339456,-9507034.436831476,
TEXT,SPACE,-6692289.701065424,-9495438.715251028,配电间
TEXT,SPACE,-6691982.602225687,-9495368.338972077,14
TEXT,门号,-6692038.154590485,-9497647.196199073,GFM1023(甲)
TEXT,门号,-6698892.945033223,-9478689.48668291,GHSFM6528(6)
TEXT,门号,-6691206.332830095,-9478831.108049231,GHSFM6528(6)
TEXT,门号,-6714916.10955758,-9595415.525934685,GFM1523(甲)
TEXT,SPACE,-6720302.078454198,-9578781.84649313,运营检修备品间
TEXT,SPACE,-6705586.804765244,-9425695.078356875,出站
TEXT,门号,-6695910.966635177,-9512782.567479034,GFM1023(甲)
TEXT,PUB_TEXT,-6756620.947849555,-9491364.80475159,-4.850
TEXT,PUB_TEXT,-6756266.714462589,-9460402.724085801,4.750
ATTRIB,WINDOW_TEXT,-6736822.953571135,-9486757.936653718,
ATTRIB,WINDOW_TEXT,-6741911.203170448,-9487111.74033913,
