type,layer,x,y,text
TEXT,PUB_TEXT,-5544103.102073973,-9751244.786512259,DN50
TEXT,PUB_TEXT,-5544153.813712008,-9750535.167641304,、
TEXT,PUB_TEXT,-5544168.373320982,-9750331.431897787,2
TEXT,PUB_TEXT,-5544180.592992797,-9750160.439398761,根
TEXT,PUB_TEXT,-5544195.152601769,-9749956.703655243,DN100
TEXT,PUB_TEXT,-5544255.639977255,-9749110.29078507,热镀锌密闭钢管（人防电气）
TEXT,PUB_TEXT,-5539914.942709733,-9749631.031755214,a
TEXT,PUB_TEXT,-5540379.207845638,-9742954.309416656,a
TEXT,PUB_TEXT,-5545589.587916911,-9747058.436104865,b
TEXT,PUB_TEXT,-5537910.822980014,-9746524.494049733,b
TEXT,PUB_TEXT,-5541026.852421254,-9846274.655581769,防跌落栏杆
TEXT,PUB_TEXT,-5537260.111517574,-9854439.673240145,预埋
TEXT,PUB_TEXT,-5537289.230735519,-9854032.201753106,%%c114
TEXT,PUB_TEXT,-5537332.610570466,-9853425.178381568,钢套管
TEXT,PUB_TEXT,-5538837.100230815,-9805684.885173111,贴底预埋
TEXT,PUB_TEXT,-5538903.218855256,-9804733.989625274,2
TEXT,PUB_TEXT,-5538917.09195949,-9804534.471363009,根
TEXT,PUB_TEXT,-5538933.621615601,-9804296.747476048,DN100
TEXT,PUB_TEXT,-5539002.293481567,-9803309.132077817,镀锌钢管
TEXT,PUB_TEXT,-5541031.131136191,-9800901.569155611,截水沟
TEXT,PUB_TEXT,-5541080.720104523,-9800188.397494736,300x250
ATTRIB,WINDOW_TEXT,-5550020.795768987,-9848291.400646441,
TEXT,SPACE,-5551704.751942225,-9673283.261991292,1号消防出入口
TEXT,门号,-5551114.32445796,-9671114.256073026,GM1223
TEXT,SPACE,-5533304.553642966,-9687232.286021503,排风口百叶面积
TEXT,SPACE,-5533522.25749098,-9685143.720324164,31.95
TEXT,SPACE,-5528025.616883553,-9674073.390193459,20.15
TEXT,SPACE,-5547635.137101607,-9684022.255706011,20.00
ATTRIB,WINDOW_TEXT,-5551734.377943127,-9672469.428211755,
ATTRIB,WINDOW_TEXT,-5512679.782744953,-9546161.592362455,
TEXT,PUB_TEXT,-5525952.800642535,-9542060.959331365,FAS：特级防火卷帘接入联动，2号线或西通道火灾时关闭
TEXT,PUB_TEXT,-5516715.11401307,-9544746.496878362,"FAS:3扇GFM1823防火门接入联动,2号线火灾时释放"
TEXT,PUB_TEXT,-5387791.931034266,-9657032.78311026,管理卷帘
TEXT,PUB_TEXT,-5392279.537844857,-9655778.859123891,管理卷帘
TEXT,PUB_TEXT,-5382756.796705316,-9658439.696856525,管理卷帘
TEXT,PUB_TEXT,-5506972.025424845,-9522006.446218258,装修：设置防火墙到顶27000x5400(h)
TEXT,PUB_TEXT,-6664929.499736215,-9206298.2723449,装修：拆除既有钢质防火卷帘5950x5400(h)
ATTRIB,WINDOW_TEXT,-5404769.457088527,-9571711.765826917,
TEXT,设备－AFC,-5431043.5590337,-9564884.982669598,CVM
TEXT,设备－AFC,-5430121.924189631,-9565069.885915516,CVM
ATTRIB,WINDOW_TEXT,-5514640.707957283,-9545768.181239486,
ATTRIB,WINDOW_TEXT,-5516601.633169612,-9545374.770116517,
TEXT,PUB_TEXT,-5521655.026451033,-9666174.610827658,装修：顶部增设电动排烟窗27000x1500
TEXT,PUB_TEXT,-5405717.050610162,-9644951.350862681,装修：顶部增设电动排烟窗50000x1500
ATTRIB,WINDOW_TEXT,-5392642.185159874,-9520406.72231436,
TEXT,PUB_TEXT,-5405501.463081505,-9540885.928803747,警务室
TEXT,PUB_TEXT,-5402652.682695039,-9529129.876264327,商铺
ATTRIB,WINDOW_TEXT,-5403875.789890758,-9536911.745383996,
ATTRIB,WINDOW_TEXT,-5423816.761677423,-9485971.772489216,
ATTRIB,WINDOW_TEXT,-5409588.891384469,-9489125.564171004,
ATTDEF,7号线,-5383947.96031501,-9500185.469375798,
TEXT,PUB_TEXT,-6338562.933943483,-9273656.197038402,安全疏散口
TEXT,PUB_TEXT,-6341341.507858977,-9283600.298405348,连通口
TEXT,PUB_TEXT,-6832219.123068257,-9096743.603703567,7号线站厅（地下一层）
TEXT,PUB_TEXT,-6847318.418492027,-9150781.728594294,2号线站厅（地面一层）
TEXT,PUB_TEXT,-6862441.664819287,-9204905.570194133,磁浮线站厅（地上二层）
TEXT,PUB_TEXT,-6876529.10184865,-9255322.404901839,16号线站厅（地上二层）
TEXT,PUB_TEXT,-6900903.182813388,-9342553.603067255,18号线站厅（地下一层）
TEXT,PUB_TEXT,-5179713.958784774,-9597460.974921416,安全疏散口
TEXT,PUB_TEXT,-5182492.532700267,-9607405.076288362,连通口
ATTRIB,WINDOW_TEXT,-6575585.921906504,-9164145.231589518,
ATTRIB,WINDOW_TEXT,-6561358.051613551,-9167299.023271308,
ATTDEF,7号线,-6535717.120544091,-9178358.9284761,
TEXT,PUB_TEXT,-6557270.623310586,-9219059.387904049,警务室
ATTRIB,WINDOW_TEXT,-6555644.950119837,-9215085.204484298,
TEXT,PUB_TEXT,-5509762.466716431,-9512652.394783495,1号出入口
TEXT,PUB_TEXT,-5480407.262424741,-9536089.923716779,2号出入口
TEXT,PUB_TEXT,-5472087.746070481,-9552159.10611294,4号出入口
TEXT,PUB_TEXT,-5406524.365795149,-9550521.539664799,6号出入口
TEXT,PUB_TEXT,-5436313.677532043,-9561507.169880762,3号出入口
TEXT,PUB_TEXT,-6661531.626945511,-9190825.853883795,1号出入口
TEXT,PUB_TEXT,-6632044.692684655,-9213791.940916923,2号出入口
TEXT,PUB_TEXT,-6558143.351258291,-9230680.665539683,6号出入口
TEXT,PUB_TEXT,-6595288.193913899,-9130974.830712476,8/9号出入口
TEXT,PUB_TEXT,-6604171.733959397,-9177923.135554188,7号出入口
TEXT,PUB_TEXT,-5443519.033684817,-9452801.371612174,8/9号出入口
TEXT,PUB_TEXT,-5452402.573730315,-9499749.676453884,7号出入口
TEXT,PUB_TEXT,-6624697.209273916,-9229722.42145045,4号出入口
TEXT,PUB_TEXT,-6590052.56531779,-9360413.966417663,11号出入口
TEXT,PUB_TEXT,-6586800.23857773,-9322874.734516421,管理卷帘
TEXT,PUB_TEXT,-6595933.04834706,-9320371.651424073,管理卷帘
TEXT,PUB_TEXT,-6647549.882188291,-9317170.900854764,防火卷帘
TEXT,PUB_TEXT,-6643430.898761973,-9318387.756653008,管理卷帘
TEXT,PUB_TEXT,-6645420.135557086,-9309548.855506776,防火卷帘
TEXT,PUB_TEXT,-6641301.152130769,-9310765.711305021,管理卷帘
TEXT,PUB_TEXT,-6887922.33134727,-9296097.072942693,16号线18号线换乘通道
TEXT,PUB_TEXT,-6543492.202900381,-9186006.211005649,防火卷帘
TEXT,PUB_TEXT,-6580550.774241072,-9178115.22601092,防火卷帘
TEXT,PUB_TEXT,-6675502.079064403,-9202369.003177508,防火卷帘
TEXT,PUB_TEXT,-6673249.679857227,-9204205.395377314,管理卷帘
TEXT,PUB_TEXT,-6630291.77557107,-9212816.524141381,管理卷帘
TEXT,PUB_TEXT,-6628286.083524248,-9211907.233943854,防火卷帘
TEXT,PUB_TEXT,-6579158.1140247,-9221389.95049036,防火卷帘
TEXT,PUB_TEXT,-6583890.781777419,-9221984.780039395,管理卷帘
ATTRIB,WINDOW_TEXT,-6544411.345388954,-9198580.181414664,
TEXT,PUB_TEXT,-6538287.298712783,-9204577.002794046,防火卷帘
TEXT,PUB_TEXT,-6551501.040472605,-9249232.414624023,管理卷帘
TEXT,PUB_TEXT,-6545842.813790056,-9250347.233918295,管理卷帘
TEXT,PUB_TEXT,-6585333.522877914,-9242351.883082465,管理卷帘
TEXT,PUB_TEXT,-6592025.635164035,-9241256.552470289,管理卷帘
TEXT,PUB_TEXT,-6633707.574294154,-9234825.214790383,管理卷帘
TEXT,PUB_TEXT,-6631287.227841206,-9233955.471697443,管理卷帘
TEXT,PUB_TEXT,-6626662.786001303,-9233846.438815545,管理卷帘
TEXT,PUB_TEXT,-6673866.907666848,-9224613.153144423,管理卷帘
TEXT,PUB_TEXT,-6680945.465376433,-9223109.772370285,管理卷帘
TEXT,PUB_TEXT,-5523732.918835423,-9524195.544077057,防火卷帘
TEXT,PUB_TEXT,-5521480.519628247,-9526031.936276863,管理卷帘
TEXT,PUB_TEXT,-5478522.615341991,-9534643.06504108,管理卷帘
TEXT,PUB_TEXT,-5476516.923295169,-9533733.774843554,防火卷帘
TEXT,PUB_TEXT,-5427388.953795619,-9543216.491390055,防火卷帘
TEXT,PUB_TEXT,-5432422.439833949,-9544083.404766318,管理卷帘
TEXT,PUB_TEXT,-6553380.826244884,-9221691.535000259,防火卷帘
TEXT,PUB_TEXT,-6553541.112141625,-9226571.942942358,防火卷帘
TEXT,PUB_TEXT,-5398847.069390755,-9546981.682383856,装修：增设防火墙3400x5400(h)
TEXT,PUB_TEXT,-5481938.414065073,-9556651.755690078,管理卷帘
TEXT,PUB_TEXT,-5479518.067612128,-9555782.012597138,管理卷帘
TEXT,PUB_TEXT,-5474893.625772224,-9555672.979715239,管理卷帘
TEXT,PUB_TEXT,-5399657.470975957,-9570792.655859989,管理卷帘
TEXT,PUB_TEXT,-5394073.653560974,-9572173.774817988,管理卷帘
TEXT,PUB_TEXT,-5402574.192612953,-9634090.342359117,管理卷帘
TEXT,PUB_TEXT,-5395715.114144962,-9636057.778208124,管理卷帘
TEXT,PUB_TEXT,-6554377.777618628,-9312355.417149976,管理卷帘
TEXT,PUB_TEXT,-6547518.699150637,-9314322.852998984,管理卷帘
TEXT,PUB_TEXT,-5495780.721959212,-9638997.441754465,防火卷帘
TEXT,PUB_TEXT,-5491661.738532894,-9640214.297552709,管理卷帘
TEXT,PUB_TEXT,-5493650.975328007,-9631375.396406475,防火卷帘
TEXT,PUB_TEXT,-5489531.991901689,-9632592.25220472,管理卷帘
TEXT,PUB_TEXT,-5435031.08109517,-9644701.274648689,管理卷帘
TEXT,PUB_TEXT,-5444163.8908645,-9642198.191556341,管理卷帘
TEXT,PUB_TEXT,-5687037.629023193,-9416729.423481521,7号线站厅（地下一层）
TEXT,PUB_TEXT,-5907622.027715405,-9413351.043160259,2号线站厅（地面一层）
TEXT,PUB_TEXT,-5922745.274042662,-9467474.884760097,磁浮线站厅（地上二层）
TEXT,PUB_TEXT,-5936832.711072026,-9517891.719467803,16号线站厅（地上二层）
TEXT,PUB_TEXT,-5961206.792036765,-9605122.91763322,18号线站厅（地下一层）
TEXT,PUB_TEXT,-5708745.917439612,-9420733.504935041,7号线站厅优化后2个出入口和1个换乘通道可作为安全疏散口
TEXT,PUB_TEXT,-5929007.786268606,-9416200.838367938,2号线站厅通过启动预留3号口、增设防火门的形式在南侧增加3处直通地面的疏散口
TEXT,PUB_TEXT,-5943832.722747405,-9469257.073540154,磁浮站厅层及西通道为单独防火分区，满足疏散距离及疏散口数量要求
TEXT,PUB_TEXT,-5958258.567205221,-9520885.017930078,16号线11号出入口和2根换乘通道均可定义为安全疏散口直达地面，且疏散距离小于50m
TEXT,PUB_TEXT,-5983285.915790286,-9610454.163414456,"18号线站厅3个出入口和2个换乘通道均能直达地面，且未在口部设置防火卷帘,"
TEXT,PUB_TEXT,-5985322.684475943,-9617743.454571426,共设5个安全疏散口，且满足疏散距离要求
TEXT,PUB_TEXT,-5948225.940570647,-9558666.387508656,16号线18号线换乘通道
TEXT,PUB_TEXT,-5969809.09224414,-9562222.623234754,西换乘通道优化后透风率大于25%%%，增加安全门后，可定义为安全区
TEXT,PUB_TEXT,-5930919.2836557,-9423041.802242941,北侧通过与商业之间用防火墙分隔及取消防火卷帘，增加2处直通地面的疏散口
TEXT,PUB_TEXT,-5945735.204906783,-9476065.7732606,东通道优化后有效通风率大于25%%%，且为难燃材质，可阻断两端火灾串通，自身距相邻疏散点
TEXT,PUB_TEXT,-5956925.283519908,-9480657.801013361,满足距离要求。
TEXT,PUB_TEXT,-5401611.666015805,-9543518.075899957,防火卷帘
TEXT,PUB_TEXT,-5401771.951912544,-9548398.483842056,防火卷帘
ATTRIB,WINDOW_TEXT,-5523786.163990494,-9664429.781809641,
ATTRIB,WINDOW_TEXT,-5522480.450312366,-9664794.623421091,
TEXT,PUB_TEXT,-5972126.813101012,-9570517.400282975,东换乘通道尽可能做大通风率，将下部玻璃改为大透风率百叶，亦可作为16号线的安全疏散口
TEXT,PUB_TEXT,-5359717.137558352,-9522409.776062412,装修：增设1823玻璃门
TEXT,PUB_TEXT,-5359856.806310133,-9522909.629680762,门禁/fas：设置门禁，接入消防联动，7号线公共区火灾时释放
TEXT,PUB_TEXT,-6659130.650192309,-9200102.230526358,装修：拆除玻璃和防火卷帘27000x5400(h)
TEXT,PUB_TEXT,-5507120.44029307,-9522537.600882072,装修：防火墙外侧乳胶漆，内侧铝板
TEXT,PUB_TEXT,-6679300.125250229,-9220902.072316468,装修：拆除既有管理卷帘(11025*4750)
TEXT,PUB_TEXT,-5525834.979796139,-9541573.561169848,装修：拆除既有管理卷帘，新增特级防火卷帘(10000*4750)
TEXT,PUB_TEXT,-5526099.426752848,-9542540.308746419,"动照：特级防火卷帘配电,电源引自2号线防火卷帘门配电箱XDL1备用回路。"
TEXT,PUB_TEXT,-6627024.478129351,-9213733.223133786,装修：拆除防火卷帘
TEXT,PUB_TEXT,-6577248.834886408,-9223640.968186797,装修：拆除防火卷帘
TEXT,PUB_TEXT,-6546291.735642486,-9230869.48674495,拆除既有防火卷帘
ATTRIB,WINDOW_TEXT,-6514164.847534102,-9196524.776075113,
TEXT,PUB_TEXT,-6510759.471094279,-9197619.497443056,装修：拆除既有玻璃门
TEXT,PUB_TEXT,-6543449.772076505,-9199184.614576889,装修：拆除既有玻璃门
TEXT,PUB_TEXT,-5392113.748418057,-9520790.321165225,装修：增设1823防火门
TEXT,PUB_TEXT,-5392253.417169838,-9521290.174783574,门禁/fas：设置门禁，接入消防联动
TEXT,PUB_TEXT,-5405548.612260543,-9570965.61068314,门禁/fas：设置门禁，接入消防联动，2号线或磁浮火灾时释放
TEXT,PUB_TEXT,-6557486.210839224,-9323124.80996288,装修：拆除顶部百叶
TEXT,PUB_TEXT,-5405884.034156367,-9645548.96005379,"FAS：电动排烟窗接入联动,16号线或磁浮火灾时开启"
TEXT,PUB_TEXT,-5473973.00801323,-9699525.181333333,装修：顶部增设电动排烟窗82000x1500
TEXT,PUB_TEXT,-5474139.991559435,-9700122.790524444,"FAS：电动排烟窗接入联动,16号线或18号线火灾时开启"
TEXT,PUB_TEXT,-6619365.706009634,-9379590.155315126,装修：拆除顶部百叶
TEXT,PUB_TEXT,-6689321.265339956,-9339906.119221017,装修：拆除顶部百叶40000x1500
TEXT,PUB_TEXT,-5521819.857107037,-9666764.515146036,"FAS：电动排烟窗接入联动,16号线或18号线火灾时开启"
TEXT,PUB_TEXT,-5521984.687763043,-9667354.419464411,动照：电动排烟窗配电，电源引自16号线扶梯配电箱备用回路
TEXT,PUB_TEXT,-5474306.975105641,-9700720.399715555,动照：电动排烟窗配电，电源引自18号线通道扶梯配电箱备用回路
TEXT,PUB_TEXT,-5406051.017702572,-9646146.569244901,"动照：电动排烟窗配电,电源引自16号线扶梯配电箱备用回路"
TEXT,PUB_TEXT,-5528493.100998765,-9664263.92077439,装修：增设1823玻璃门2扇
TEXT,PUB_TEXT,-5528657.93165477,-9664853.825092768,装修：增设平台及踏步
TEXT,PUB_TEXT,-5528822.762310776,-9665443.729411142,门禁/fas：设置门禁，接入消防联动
TEXT,PUB_TEXT,-5301565.074024607,-9580878.918300465,增设挡烟垂壁，低于现状吊顶500mm
TEXT,PUB_TEXT,-5391372.324916289,-9518136.877103032,装修：贴顶增设7600x700(h)防雨百叶
TEXT,PUB_TEXT,-5391522.758119075,-9518675.255085035,透风率大于70%%%
TEXT,PUB_TEXT,-6543141.485145369,-9196310.336203337,装修：拆除顶部700高墙体
TEXT,PUB_TEXT,-5302884.12293955,-9585599.597511128,挡烟垂壁详图已另发
TEXT,PUB_TEXT,-5266667.096596107,-9618575.000224183,核实现状吊顶下方与洞口（门）之间实体墙间距是否大于500mm
TEXT,PUB_TEXT,-5268022.47553319,-9623425.69916216,如大于500mm，无需添加，如不满足，则需要添加挡烟垂壁，满足500mm
TEXT,PUB_TEXT,-5625387.986006077,-9639585.584294646,525/4=131
TEXT,PUB_TEXT,-5580752.862569884,-9620312.912915569,侧面镂空54
TEXT,PUB_TEXT,-5626986.50698022,-9645306.452296553,131-54=77
TEXT,PUB_TEXT,-5629985.617585665,-9656039.821563764,27/1.5=18m
TEXT,PUB_TEXT,-5681926.011013878,-9617965.478959167,原排烟66mx1.5mx0.5=50平
TEXT,PUB_TEXT,-5628362.876596762,-9650232.273743649,77-50=27平
TEXT,PUB_TEXT,-5392806.61725843,-9738188.919653909,120
TEXT,PUB_TEXT,-5285743.216237493,-9741489.655152221,新增电动排烟窗范围
ATTRIB,WINDOW_TEXT,-5507443.0995074,-9494688.588209719,
TEXT,PUB_TEXT,-5507975.839172623,-9493966.211222163,门禁/fas：设置门禁，接入消防联动，7号线公共区火灾时释放
ATTRIB,WINDOW_TEXT,-5363133.622828919,-9521847.254982667,
ATTRIB,WINDOW_TEXT,-5361823.448828597,-9517115.051631142,
TEXT,PUB_TEXT,-5360009.123291844,-9523454.749426399,"装修：结合既有商场平台,增设平台及踏步，实际尺寸需测量"
MTEXT,0,207247.6550816032,-26797.89558141872,JZ-01-010
MTEXT,0,200247.6550816032,-26297.89558141686,龙阳路站枢纽换乘改造工程
MTEXT,0,207247.655081605,-26297.89558141686,施工图
MTEXT,0,207247.6550816032,-27797.89558141686,2021-03
MTEXT,0,207247.6550816032,-25797.89558141872,S202066-S
MTEXT,0,200247.6550816032,-28047.89558141872,2号线站厅层改造平面图一
MTEXT,0,207247.6550816032,-27297.89558141686,1:100
MTEXT,0,387900.7502893486,-26797.89558141872,JZ-01-011
MTEXT,0,380900.7502893488,-26297.89558141686,龙阳路站枢纽换乘改造工程
MTEXT,0,387900.7502893506,-26297.89558141686,施工图
MTEXT,0,387900.7502893486,-27797.89558141686,2021-03
MTEXT,0,387900.7502893486,-25797.89558141872,S202066-S
MTEXT,0,380900.7502893488,-28047.89558141872,2号线站厅层改造平面图二
MTEXT,0,387900.7502893486,-27297.89558141686,1:100
MTEXT,0,207247.6550816032,-172768.9326599266,JZ-01-012
MTEXT,0,200247.6550816032,-172268.9326599247,龙阳路站枢纽换乘改造工程
MTEXT,0,207247.655081605,-172268.9326599247,施工图
MTEXT,0,207247.6550816032,-173768.9326599247,2021-03
MTEXT,0,207247.6550816032,-171768.9326599266,S202066-S
MTEXT,0,200247.6550816032,-174018.9326599266,磁悬浮站厅层改造平面图一
MTEXT,0,207247.6550816032,-173268.9326599247,1:100
MTEXT,0,387900.7502893486,-172768.9326599266,JZ-01-013
MTEXT,0,380900.7502893488,-172268.9326599247,龙阳路站枢纽换乘改造工程
MTEXT,0,387900.7502893506,-172268.9326599247,施工图
MTEXT,0,387900.7502893486,-173768.9326599247,2021-03
MTEXT,0,387900.7502893486,-171768.9326599266,S202066-S
MTEXT,0,380900.7502893488,-174018.9326599266,磁悬浮站厅层改造平面图二
MTEXT,0,387900.7502893486,-173268.9326599247,1:100
MTEXT,0,207247.6550816032,-330453.6344139222,JZ-01-014
MTEXT,0,200247.6550816032,-329953.6344139204,龙阳路站枢纽换乘改造工程
MTEXT,0,207247.655081605,-329953.6344139204,施工图
MTEXT,0,207247.6550816032,-331453.6344139205,2021-03
MTEXT,0,207247.6550816032,-329453.6344139223,S202066-S
MTEXT,0,200247.6550816032,-331703.6344139222,16号线站厅层改造平面图一
MTEXT,0,207247.6550816032,-330953.6344139204,1:100
MTEXT,0,366900.7502893486,-330453.6344139222,JZ-01-015
MTEXT,0,359900.7502893487,-329953.6344139204,龙阳路站枢纽换乘改造工程
MTEXT,0,366900.7502893506,-329953.6344139204,施工图
MTEXT,0,366900.7502893486,-331453.6344139205,2021-03
MTEXT,0,366900.7502893486,-329453.6344139223,S202066-S
MTEXT,0,359900.7502893487,-331703.6344139222,16号线站厅层改造平面图二
MTEXT,0,366900.7502893486,-330953.6344139204,1:100
ATTRIB,0,72131.45061831582,-171835.037692328,450
ATTRIB,0,72131.45061831582,-171835.037692328,650
MTEXT,0,69484.59157347526,-168929.1604481267,图纸范围
TEXT,0,80772.82155890394,-171808.3152930244,附注：
TEXT,0,80772.82155890488,-172408.3152930225,1.本图标注除标高单位为米外，其余标注均以毫米为单位。
TEXT,0,80772.82155890488,-173008.3152930244,2.本图标高包括相对标高与绝对标高。
TEXT,0,80772.82155890209,-169821.3633673574,图例：
TEXT,0,82676.95667525758,-170462.3185998249,钢筋混凝土砌体
TEXT,0,82676.95667525664,-171062.3185998268,普通砌体墙
TEXT,0,80772.82155890394,-173608.3152930225,3.构造柱除特别标注外均为200x200
ATTRIB,0,69157.37562086071,-25894.64428218058,450
ATTRIB,0,69157.37562086071,-25894.64428218058,650
MTEXT,0,66510.51657602015,-22988.76703797933,图纸范围
TEXT,0,77798.74656144883,-25867.92188287701,附注：
TEXT,0,77798.74656144976,-26467.92188287515,1.本图标注除标高单位为米外，其余标注均以毫米为单位。
TEXT,0,77798.74656144976,-27067.92188287701,2.本图标高包括相对标高与绝对标高。
TEXT,0,77798.74656144697,-23880.96995721001,图例：
TEXT,0,79702.88167780246,-24521.92518967751,钢筋混凝土砌体
TEXT,0,79702.88167780153,-25121.92518967937,普通砌体墙
TEXT,0,77798.74656144883,-27667.92188287515,3.构造柱除特别标注外均为200x200
ATTRIB,0,252253.2226257293,-25894.64428218058,450
ATTRIB,0,252253.2226257293,-25894.64428218058,650
MTEXT,0,249606.3635808888,-22988.76703797933,图纸范围
TEXT,0,260894.5935663174,-25867.92188287701,附注：
TEXT,0,260894.5935663184,-26467.92188287515,1.本图标注除标高单位为米外，其余标注均以毫米为单位。
TEXT,0,260894.5935663184,-27067.92188287701,2.本图标高包括相对标高与绝对标高。
TEXT,0,260894.5935663156,-23880.96995721001,图例：
TEXT,0,262798.7286826711,-24521.92518967751,钢筋混凝土砌体
TEXT,0,262798.7286826702,-25121.92518967937,普通砌体墙
TEXT,0,260894.5935663174,-27667.92188287515,3.构造柱除特别标注外均为200x200
ATTRIB,0,251125.0103746142,-329526.9554666076,450
ATTRIB,0,251125.0103746142,-329526.9554666076,650
MTEXT,0,248478.1513297736,-326475.0229129778,图纸范围
TEXT,0,259382.7680068639,-330363.185207457,附注：
TEXT,0,259382.7680068648,-330963.1852074551,1.本图标注除标高单位为米外，其余标注均以毫米为单位。
TEXT,0,259382.7680068648,-331563.1852074569,2.本图标高包括相对标高与绝对标高。
TEXT,0,259382.768006862,-328376.2332817899,图例：
TEXT,0,261286.9031232175,-329017.1885142574,钢筋混凝土砌体
TEXT,0,261286.9031232166,-329617.1885142593,普通砌体墙
TEXT,0,259382.7680068639,-332163.1852074551,3.构造柱除特别标注外均为200x200
ATTRIB,0,182061.8977168916,-329526.9554666076,450
ATTRIB,0,182061.8977168916,-329526.9554666076,650
MTEXT,0,179415.0386720511,-326475.0229129778,图纸范围
TEXT,0,172240.7126831317,-330363.185207457,附注：
TEXT,0,172240.7126831327,-330963.1852074551,1.本图标注除标高单位为米外，其余标注均以毫米为单位。
TEXT,0,172240.7126831327,-331563.1852074569,2.本图标高包括相对标高与绝对标高。
TEXT,0,172240.7126831299,-328376.2332817899,图例：
TEXT,0,174144.8477994854,-329017.1885142574,钢筋混凝土砌体
TEXT,0,174144.8477994844,-329617.1885142593,普通砌体墙
TEXT,0,172240.7126831317,-332163.1852074551,3.构造柱除特别标注外均为200x200
