method,occupant_name,exit_time_s,congestion_time_total_s,distance_m
Improved A*,58111,103.9,0.175,0
Improved A*,58112,87.9,0.175,0
Improved A*,58113,76.925,0.175,0
Improved A*,58114,81.15,0.175,0
Improved A*,58115,86.6,0.175,0
Improved A*,58116,59.675,0.175,0
Improved A*,58117,104.475,2.8,0
Improved A*,58118,52.125,0.175,0
Improved A*,58119,72.725,0.175,0
Improved A*,58120,104.65,2.0,0
Improved A*,58121,80.375,0.175,0
Improved A*,74558,273.0,158.1,0
Improved A*,74559,223.5,89.075,0
Improved A*,74560,172.25,53.225,0
Improved A*,74561,221.925,112.6,0
Improved A*,74562,351.025,298.45,0
Improved A*,74563,291.425,234.275,0
Improved A*,74564,154.65,55.3,0
Improved A*,74565,158.375,50.925,0
Improved A*,74566,248.125,112.175,0
Improved A*,74567,214.225,102.225,0
Improved A*,74568,78.4,0.2,0
Improved A*,74569,97.425,4.55,0
Improved A*,74570,153.575,14.575,0
Improved A*,74571,254.225,119.425,0
Improved A*,74572,267.55,137.675,0
Improved A*,74573,360.525,288.1,0
Improved A*,74574,346.35,281.025,0
Improved A*,74575,132.775,14.525,0
Improved A*,74576,280.525,161.2,0
Improved A*,74577,315.35,213.8,0
Improved A*,74578,244.175,136.0,0
Improved A*,74579,84.175,1.0,0
Improved A*,74580,200.8,63.95,0
Improved A*,74581,259.575,101.15,0
Improved A*,74582,170.9,45.375,0
Improved A*,74583,348.325,298.15,0
Improved A*,74584,184.65,67.325,0
Improved A*,74585,171.175,43.4,0
Improved A*,74586,235.975,114.2,0
Improved A*,74587,207.575,95.525,0
Improved A*,74588,309.45,190.0,0
Improved A*,74589,171.9,63.75,0
Improved A*,74590,172.6,63.525,0
Improved A*,74591,153.95,30.95,0
Improved A*,74592,186.975,89.0,0
Improved A*,74593,305.6,241.875,0
Improved A*,74594,141.375,34.175,0
Improved A*,74595,130.625,23.075,0
Improved A*,74596,119.725,6.95,0
Improved A*,74597,300.675,175.475,0
Improved A*,74598,137.8,24.075,0
Improved A*,74599,302.325,165.5,0
Improved A*,74600,175.2,67.05,0
Improved A*,74601,156.075,24.7,0
Improved A*,74602,243.95,122.525,0
Improved A*,74603,315.025,184.9,0
Improved A*,74604,184.15,80.75,0
Improved A*,74605,185.35,55.95,0
Improved A*,74606,308.025,128.175,0
Improved A*,74607,127.95,5.075,0
Improved A*,74608,112.825,0.15,0
Improved A*,74609,229.75,102.025,0
Improved A*,74610,279.2,140.8,0
Improved A*,74611,260.55,142.45,0
Improved A*,74612,253.925,133.725,0
Improved A*,74613,180.175,57.325,0
Improved A*,74614,231.875,109.5,0
Improved A*,74615,154.125,51.325,0
Improved A*,74616,186.25,81.6,0
Improved A*,74617,182.575,75.375,0
Improved A*,74618,341.65,271.825,0
Improved A*,74619,205.775,59.875,0
Improved A*,74620,284.825,173.525,0
Improved A*,74621,166.45,64.825,0
Improved A*,74622,234.425,173.35,0
Improved A*,74623,236.5,138.075,0
Improved A*,74624,365.775,294.725,0
Improved A*,74625,274.75,161.4,0
Improved A*,74626,278.85,157.8,0
Improved A*,74627,245.6,101.75,0
Improved A*,74628,364.45,297.1,0
Improved A*,74629,91.075,4.825,0
Improved A*,74630,174.0,61.1,0
Improved A*,74631,223.025,108.325,0
Improved A*,74632,107.575,8.35,0
Improved A*,74633,395.825,318.625,0
Improved A*,74634,270.075,133.725,0
Improved A*,74635,102.9,5.45,0
Improved A*,74636,72.675,1.775,0
Improved A*,74637,147.275,28.75,0
Improved A*,74638,236.775,115.25,0
Improved A*,74639,322.4,266.275,0
Improved A*,74640,173.85,48.625,0
Improved A*,74641,125.4,12.875,0
Improved A*,74642,264.525,183.15,0
Improved A*,74643,235.6,103.225,0
Improved A*,74644,273.25,159.15,0
Improved A*,74645,110.775,21.775,0
Improved A*,74646,315.375,192.8,0
Improved A*,74647,187.925,84.675,0
Improved A*,74648,302.9,187.775,0
Improved A*,74649,274.15,189.325,0
Improved A*,74650,257.4,98.45,0
Improved A*,74651,372.0,316.125,0
Improved A*,74652,194.7,81.35,0
Improved A*,74653,345.95,259.75,0
Improved A*,74654,310.675,220.175,0
Improved A*,74655,265.05,184.275,0
Improved A*,74656,264.975,121.8,0
Improved A*,74657,293.45,227.225,0
Improved A*,74658,362.325,291.7,0
Improved A*,74659,299.55,230.55,0
Improved A*,74660,186.8,70.2,0
Improved A*,74661,224.475,106.4,0
Improved A*,74662,162.5,69.7,0
Improved A*,74663,199.775,77.375,0
Improved A*,74664,274.425,154.725,0
Improved A*,74665,209.2,92.875,0
Improved A*,74666,155.15,31.225,0
Improved A*,74667,233.375,100.8,0
Improved A*,74668,115.725,3.75,0
Improved A*,74669,141.125,26.0,0
Improved A*,74670,277.625,192.25,0
Improved A*,74671,64.05,1.075,0
Improved A*,74672,234.325,94.25,0
Improved A*,74673,187.175,66.6,0
Improved A*,74674,210.875,109.5,0
Improved A*,74675,231.75,129.575,0
Improved A*,74676,212.45,146.25,0
Improved A*,74677,208.7,105.025,0
Improved A*,74678,289.275,207.625,0
Improved A*,74679,93.475,8.575,0
Improved A*,74680,178.925,96.775,0
Improved A*,74681,223.15,70.6,0
Improved A*,74682,157.75,46.75,0
Improved A*,74683,204.1,62.7,0
Improved A*,74684,189.85,53.475,0
Improved A*,74685,358.15,273.775,0
Improved A*,74686,217.6,32.95,0
Improved A*,74687,328.125,272.625,0
Improved A*,74688,347.375,257.775,0
Improved A*,74689,118.6,11.55,0
Improved A*,74690,199.375,123.275,0
Improved A*,74691,341.05,265.05,0
Improved A*,74692,267.85,161.675,0
Improved A*,74693,177.775,42.525,0
Improved A*,74694,200.875,87.175,0
Improved A*,74695,165.15,43.425,0
Improved A*,74696,155.875,50.675,0
Improved A*,74697,160.5,45.55,0
Improved A*,74698,302.025,197.275,0
Improved A*,74699,167.925,39.9,0
Improved A*,74700,256.375,134.55,0
Improved A*,74701,338.45,264.3,0
Improved A*,74702,146.225,35.075,0
Improved A*,74703,161.3,29.45,0
Improved A*,74704,209.2,104.775,0
Improved A*,74705,329.075,280.8,0
Improved A*,74706,328.85,244.75,0
Improved A*,74707,205.675,86.975,0
Improved A*,74708,213.825,94.6,0
Improved A*,74709,237.325,128.925,0
Improved A*,74710,172.325,63.475,0
Improved A*,74711,225.4,94.575,0
Improved A*,74712,232.85,116.125,0
Improved A*,74713,200.875,77.95,0
Improved A*,74714,235.025,86.925,0
Improved A*,74715,276.975,158.325,0
Improved A*,74716,236.625,101.775,0
Improved A*,74717,225.3,111.9,0
Improved A*,74718,144.85,20.6,0
Improved A*,74719,332.125,267.4,0
Improved A*,74720,199.4,88.75,0
Improved A*,74721,105.25,13.525,0
Improved A*,74722,140.125,36.45,0
Improved A*,74723,376.825,303.175,0
Improved A*,74724,335.375,287.55,0
Improved A*,74725,265.05,136.775,0
Improved A*,74726,161.95,45.9,0
Improved A*,74727,264.75,123.1,0
Improved A*,74728,224.6,87.975,0
Improved A*,74729,173.725,94.55,0
Improved A*,74730,108.1,10.15,0
Improved A*,74731,311.75,169.05,0
Improved A*,74732,352.0,288.85,0
Improved A*,74733,355.45,261.425,0
Improved A*,74734,193.475,80.525,0
Improved A*,74735,321.425,269.85,0
Improved A*,74736,242.2,118.525,0
Improved A*,74737,301.475,201.2,0
Improved A*,74738,228.65,111.225,0
Improved A*,74739,124.2,22.8,0
Improved A*,74740,121.475,13.55,0
Improved A*,74741,147.775,28.425,0
Improved A*,74742,170.925,86.525,0
Improved A*,74743,190.2,50.35,0
Improved A*,74744,249.5,182.7,0
Improved A*,74745,176.75,69.825,0
Improved A*,74746,282.725,184.675,0
Improved A*,74747,211.5,85.075,0
Improved A*,74748,219.975,143.6,0
Improved A*,74749,223.175,88.625,0
Improved A*,74750,208.675,88.6,0
Improved A*,74751,215.1,93.675,0
Improved A*,74752,235.85,75.825,0
Improved A*,74753,325.35,198.025,0
Improved A*,74754,225.4,56.125,0
Improved A*,74755,140.35,38.175,0
Improved A*,74756,117.45,13.725,0
Improved A*,74757,230.9,67.575,0
Improved A*,74758,110.125,0.6,0
Improved A*,74759,177.6,76.575,0
Improved A*,74760,230.925,120.65,0
Improved A*,74761,183.45,65.475,0
Improved A*,74762,274.25,143.275,0
Improved A*,74763,211.025,100.575,0
Improved A*,74764,246.925,125.775,0
Improved A*,74765,183.125,66.775,0
Improved A*,74766,192.75,116.025,0
Improved A*,74767,147.975,36.975,0
Improved A*,74768,340.6,258.225,0
Improved A*,74769,223.05,119.175,0
Improved A*,74770,82.975,4.475,0
Improved A*,74771,292.3,159.975,0
Improved A*,74772,109.75,2.075,0
Improved A*,74773,172.6,54.125,0
Improved A*,74774,136.275,24.825,0
Improved A*,74775,206.225,61.75,0
Improved A*,74776,307.7,231.0,0
Improved A*,74777,327.725,228.025,0
Improved A*,74778,224.475,56.225,0
Improved A*,74779,127.4,32.95,0
Improved A*,74780,295.225,145.65,0
Improved A*,74781,267.6,159.3,0
Improved A*,74782,213.05,64.5,0
Improved A*,74783,257.525,119.1,0
Improved A*,74784,275.25,137.9,0
Improved A*,74785,264.775,187.35,0
Improved A*,74786,360.25,295.525,0
Improved A*,74787,135.625,26.175,0
Improved A*,74788,222.025,127.375,0
Improved A*,74789,368.0,294.225,0
Improved A*,74790,168.675,47.15,0
Improved A*,74791,317.5,213.075,0
Improved A*,74792,226.9,105.525,0
Improved A*,74793,307.2,198.2,0
Improved A*,74794,295.725,198.35,0
Improved A*,74795,258.75,185.05,0
Improved A*,74796,149.0,24.675,0
Improved A*,74797,105.7,11.275,0
Improved A*,74798,142.875,65.2,0
Improved A*,74799,280.3,153.225,0
Improved A*,74800,355.95,271.875,0
Improved A*,74801,216.5,55.525,0
Improved A*,74802,306.625,175.9,0
Improved A*,74803,139.225,34.9,0
Improved A*,74804,358.225,284.9,0
Improved A*,74805,324.125,217.225,0
Improved A*,74806,194.325,97.05,0
Improved A*,74807,235.875,110.9,0
Improved A*,74808,126.725,14.4,0
Improved A*,74809,320.45,266.425,0
Improved A*,74810,282.8,165.675,0
Improved A*,74811,96.85,4.825,0
Improved A*,74812,221.475,114.35,0
Improved A*,74813,290.3,181.55,0
Improved A*,74814,278.1,173.9,0
Improved A*,74815,187.325,79.375,0
Improved A*,74816,243.175,96.025,0
Improved A*,74817,224.0,86.875,0
Improved A*,74818,142.5,37.375,0
Improved A*,74819,181.2,53.75,0
Improved A*,74820,191.85,40.375,0
Improved A*,74821,278.6,128.025,0
Improved A*,74822,278.075,161.2,0
Improved A*,74823,369.225,303.85,0
Improved A*,74824,195.875,86.475,0
Improved A*,74825,181.225,63.675,0
Improved A*,74826,288.075,191.65,0
Improved A*,74827,144.15,24.475,0
Improved A*,74828,260.8,173.85,0
Improved A*,74829,320.95,215.65,0
Improved A*,74830,284.55,134.975,0
Improved A*,74831,149.85,40.85,0
Improved A*,74832,308.725,178.2,0
Improved A*,74833,322.975,208.85,0
Improved A*,74834,377.45,295.25,0
Improved A*,74835,233.875,121.725,0
Improved A*,74836,216.05,106.175,0
Improved A*,74837,145.275,37.275,0
Improved A*,74838,168.35,38.175,0
Improved A*,74839,165.075,50.5,0
Improved A*,74840,130.025,45.75,0
Improved A*,74841,249.9,60.575,0
Improved A*,74842,266.15,134.75,0
Improved A*,74843,261.825,135.525,0
Improved A*,74844,238.7,116.65,0
Improved A*,74845,159.9,34.125,0
Improved A*,74846,250.425,163.675,0
Improved A*,74847,249.0,113.2,0
Improved A*,74848,261.475,140.825,0
Improved A*,74849,264.025,158.375,0
Improved A*,74850,335.375,186.7,0
Improved A*,74851,143.6,33.625,0
Improved A*,74852,154.225,54.875,0
Improved A*,74853,112.975,1.2,0
Improved A*,74854,251.25,121.575,0
Improved A*,74855,255.775,113.9,0
Improved A*,74856,207.85,104.55,0
Improved A*,74857,341.85,287.45,0
Improved A*,74858,159.3,63.2,0
Improved A*,74859,350.45,280.925,0
Improved A*,74860,249.45,125.0,0
Improved A*,74861,187.025,69.9,0
Improved A*,74862,109.925,3.3,0
Improved A*,74863,300.25,162.9,0
Improved A*,74864,214.6,118.725,0
Improved A*,74865,135.65,23.875,0
Improved A*,74866,184.6,65.775,0
Improved A*,74867,309.825,246.8,0
Improved A*,74868,193.875,78.1,0
Improved A*,74869,352.05,297.8,0
Improved A*,74870,258.475,120.025,0
Improved A*,74871,275.65,158.775,0
Improved A*,74872,257.225,193.75,0
Improved A*,74873,288.0,148.4,0
Improved A*,74874,239.8,87.175,0
Improved A*,74875,277.55,176.625,0
Improved A*,74876,168.925,34.775,0
Improved A*,74877,318.55,264.2,0
Improved A*,74878,227.95,88.95,0
Improved A*,74879,125.775,42.2,0
Improved A*,74880,307.775,201.525,0
Improved A*,74881,331.0,192.275,0
Improved A*,74882,347.425,254.575,0
Improved A*,74883,328.85,203.175,0
Improved A*,74884,108.925,11.075,0
Improved A*,74885,315.875,247.975,0
Improved A*,74886,197.125,105.975,0
Improved A*,74887,228.65,93.725,0
Improved A*,74888,251.325,136.475,0
Improved A*,74889,299.3,236.975,0
Improved A*,74890,153.225,44.675,0
Improved A*,74891,289.3,156.05,0
Improved A*,74892,312.075,250.675,0
Improved A*,74893,345.2,252.025,0
Improved A*,74894,324.25,195.475,0
Improved A*,74895,198.725,54.425,0
Improved A*,74896,218.15,95.95,0
Improved A*,74897,103.025,0.775,0
Improved A*,74898,265.4,139.925,0
Improved A*,74899,270.375,138.425,0
Improved A*,74900,257.875,98.1,0
Improved A*,74901,342.725,270.125,0
Improved A*,74902,231.85,151.625,0
Improved A*,74903,307.225,240.525,0
Improved A*,74904,408.5,317.075,0
Improved A*,74905,215.25,57.425,0
Improved A*,74906,283.4,185.025,0
Improved A*,74907,190.825,61.85,0
Improved A*,74908,374.9,318.55,0
Improved A*,74909,251.775,104.2,0
Improved A*,74910,367.675,292.925,0
Improved A*,74911,231.775,88.125,0
Improved A*,74912,304.075,188.275,0
Improved A*,74913,101.175,1.0,0
Improved A*,74914,280.325,156.825,0
Improved A*,74915,261.975,116.825,0
Improved A*,74916,204.875,83.45,0
Improved A*,74917,270.85,143.1,0
Improved A*,74918,278.475,198.6,0
Improved A*,74919,248.1,103.375,0
Improved A*,74920,306.4,182.45,0
Improved A*,74921,98.775,0.15,0
Improved A*,74922,196.3,69.45,0
Improved A*,74923,275.575,136.8,0
Improved A*,74924,93.975,1.975,0
Improved A*,74925,245.85,139.275,0
Improved A*,74926,304.025,232.25,0
Improved A*,74927,217.4,108.375,0
Improved A*,74928,330.95,282.8,0
Improved A*,74929,254.125,144.5,0
Improved A*,74930,254.8,115.675,0
Improved A*,74931,136.55,47.9,0
Improved A*,74932,131.875,22.625,0
Improved A*,74933,224.025,75.55,0
Improved A*,74934,191.2,103.625,0
Improved A*,74935,291.55,234.35,0
Improved A*,74936,285.975,153.975,0
Improved A*,74937,152.7,59.0,0
Improved A*,74938,204.8,68.0,0
Improved A*,74939,126.875,11.3,0
Improved A*,74940,148.875,27.95,0
Improved A*,74941,136.775,9.25,0
Improved A*,74942,115.475,16.375,0
Improved A*,74943,257.8,124.375,0
Improved A*,74944,309.55,221.3,0
Improved A*,74945,189.325,60.35,0
Improved A*,74946,169.375,43.975,0
Improved A*,74947,263.175,149.675,0
Improved A*,74948,236.425,161.8,0
Improved A*,74949,313.275,212.375,0
Improved A*,74950,123.75,19.575,0
Improved A*,74951,168.15,60.575,0
Improved A*,74952,283.85,165.6,0
Improved A*,74953,207.95,140.975,0
Improved A*,74954,254.575,102.675,0
Improved A*,74955,208.325,116.2,0
Improved A*,74956,299.975,177.175,0
Improved A*,74957,262.725,147.775,0
Improved A*,74958,231.625,117.375,0
Improved A*,74959,303.15,222.025,0
Improved A*,74960,305.1,224.025,0
Improved A*,74961,241.275,103.0,0
Improved A*,74962,149.1,34.6,0
Improved A*,74963,242.85,123.725,0
Improved A*,74964,96.275,1.45,0
Improved A*,74965,263.325,141.425,0
Improved A*,74966,263.375,137.65,0
Improved A*,74967,119.65,9.575,0
Improved A*,74968,313.725,203.5,0
Improved A*,74969,143.475,40.1,0
Improved A*,74970,154.425,21.25,0
Improved A*,74971,255.35,126.75,0
Improved A*,74972,289.85,184.1,0
Improved A*,74973,294.725,199.7,0
Improved A*,74974,276.725,143.375,0
Improved A*,74975,224.3,62.9,0
Improved A*,74976,122.75,7.05,0
Improved A*,74977,206.25,75.275,0
Improved A*,74978,154.125,50.55,0
Improved A*,74979,210.4,97.1,0
Improved A*,74980,177.225,47.675,0
Improved A*,74981,208.6,43.225,0
Improved A*,74982,176.175,47.9,0
Improved A*,74983,168.425,34.95,0
Improved A*,74984,183.9,103.825,0
Improved A*,74985,242.25,114.525,0
Improved A*,74986,278.9,173.1,0
Improved A*,74987,240.9,108.25,0
Improved A*,74988,216.675,37.05,0
Improved A*,74989,237.425,112.9,0
Improved A*,74990,303.675,199.425,0
Improved A*,74991,327.05,276.75,0
Improved A*,74992,189.375,69.75,0
Improved A*,74993,139.5,19.35,0
Improved A*,74994,269.475,145.55,0
Improved A*,74995,132.975,5.825,0
Improved A*,74996,213.725,104.175,0
Improved A*,74997,293.25,148.325,0
Improved A*,74998,246.825,139.55,0
Improved A*,74999,277.225,162.125,0
Improved A*,75000,194.875,77.3,0
Improved A*,75001,161.55,27.775,0
Improved A*,75002,114.2,31.575,0
Improved A*,75003,231.375,113.425,0
Improved A*,75004,185.6,56.425,0
Improved A*,75005,259.2,126.725,0
Improved A*,75006,131.975,14.925,0
Improved A*,75007,196.75,75.8,0
Improved A*,75008,146.425,23.45,0
Improved A*,75009,283.875,188.8,0
Improved A*,75010,179.65,45.925,0
Improved A*,75011,330.775,242.625,0
Improved A*,75012,178.85,50.975,0
Improved A*,75013,360.7,272.7,0
Improved A*,75014,333.175,234.85,0
Improved A*,75015,166.55,31.975,0
Improved A*,75016,219.125,60.875,0
Improved A*,75017,375.7,291.15,0
Improved A*,75018,232.575,93.725,0
Improved A*,75019,104.875,2.25,0
Improved A*,75020,246.625,51.175,0
Improved A*,75021,289.725,162.725,0
Improved A*,75022,178.025,63.7,0
Improved A*,75023,238.75,83.9,0
Improved A*,75024,261.525,139.45,0
Improved A*,75025,199.575,88.525,0
Improved A*,75026,244.525,92.175,0
Improved A*,75027,203.125,85.875,0
Improved A*,75028,276.1,206.25,0
Improved A*,75029,242.35,87.875,0
Improved A*,75030,129.475,47.4,0
Improved A*,75031,171.575,72.8,0
Improved A*,75032,348.3,252.875,0
Improved A*,75033,291.175,200.15,0
Improved A*,75034,203.2,80.65,0
Improved A*,75035,180.725,56.125,0
Improved A*,75036,220.625,103.3,0
Improved A*,75037,321.95,208.025,0
Improved A*,75038,140.475,16.25,0
Improved A*,75039,237.9,119.075,0
Improved A*,75040,92.625,1.875,0
Improved A*,75041,115.625,14.125,0
Improved A*,75042,146.825,21.125,0
Improved A*,75043,351.575,257.675,0
Improved A*,75044,280.425,203.825,0
Improved A*,75045,303.25,163.175,0
Improved A*,75046,256.475,155.6,0
Improved A*,75047,319.325,240.65,0
Improved A*,75048,258.925,147.875,0
Improved A*,75049,219.5,73.2,0
Improved A*,75050,266.375,136.2,0
Improved A*,75051,200.975,91.175,0
Improved A*,75052,99.25,12.7,0
Improved A*,75053,356.325,277.425,0
Improved A*,75054,201.15,49.475,0
Improved A*,75055,157.725,45.95,0
Improved A*,75056,205.15,90.05,0
Improved A*,75057,122.7,10.225,0
Improved A*,75058,272.225,141.8,0
Improved A*,75059,131.1,10.125,0
Improved A*,75060,120.325,12.525,0
Improved A*,75061,346.575,279.875,0
Improved A*,75062,236.975,77.125,0
Improved A*,75063,103.875,8.45,0
Improved A*,75064,314.05,186.6,0
Improved A*,75065,221.65,113.725,0
Improved A*,75066,166.1,43.425,0
Improved A*,75067,211.175,144.65,0
Improved A*,75068,259.575,156.625,0
Improved A*,75069,304.8,229.4,0
Improved A*,75070,118.775,8.875,0
Improved A*,75071,311.0,191.25,0
Improved A*,75072,151.95,26.975,0
Improved A*,75073,173.8,62.075,0
Improved A*,75074,254.0,54.025,0
Improved A*,75075,218.875,144.225,0
Improved A*,75076,160.475,27.575,0
Improved A*,75077,239.375,97.075,0
Improved A*,75078,121.975,6.8,0
Improved A*,75079,156.325,41.825,0
Improved A*,75080,163.075,62.975,0
Improved A*,75081,294.75,193.4,0
Improved A*,75082,255.825,126.575,0
Improved A*,75083,184.825,93.95,0
Improved A*,75084,117.4,26.275,0
Improved A*,75085,336.95,275.8,0
Improved A*,75086,242.85,98.925,0
Improved A*,75087,165.425,43.1,0
Improved A*,75088,210.025,21.525,0
Improved A*,75089,88.5,11.775,0
Improved A*,75090,138.75,20.85,0
Improved A*,75091,139.15,24.5,0
Improved A*,75092,235.5,88.625,0
Improved A*,75093,139.8,26.775,0
Improved A*,75094,181.75,44.15,0
Improved A*,75095,163.775,29.1,0
Improved A*,75096,144.925,25.25,0
Improved A*,75097,157.175,42.275,0
Improved A*,75098,315.525,209.65,0
Improved A*,75099,167.15,66.65,0
Improved A*,75100,255.475,125.5,0
Improved A*,75101,310.65,228.675,0
Improved A*,75102,229.675,104.05,0
Improved A*,75103,111.9,11.475,0
Improved A*,75104,236.1,120.35,0
Improved A*,75105,151.375,22.175,0
Improved A*,75106,222.175,95.15,0
Improved A*,75107,130.95,9.775,0
Improved A*,75108,329.725,258.9,0
Improved A*,75109,322.175,197.825,0
Improved A*,75110,178.45,72.775,0
Improved A*,75111,249.925,152.3,0
Improved A*,75112,134.55,48.1,0
Improved A*,75113,263.225,75.3,0
Improved A*,75114,189.1,51.425,0
Improved A*,75115,169.95,47.925,0
Improved A*,75116,273.175,153.9,0
Improved A*,75117,221.0,91.625,0
Improved A*,75118,211.15,91.775,0
Improved A*,75119,280.775,123.575,0
Improved A*,75120,233.525,106.825,0
Improved A*,75121,365.5,302.2,0
Improved A*,75122,296.725,206.225,0
Improved A*,75123,207.375,102.55,0
Improved A*,75124,105.775,20.275,0
Improved A*,75125,303.825,210.45,0
Improved A*,75126,164.125,50.075,0
Improved A*,75127,195.025,74.975,0
Improved A*,75128,267.1,194.425,0
Improved A*,75129,249.375,121.0,0
Improved A*,75130,148.375,31.85,0
Improved A*,75131,124.15,24.55,0
Improved A*,75132,382.6,296.625,0
Improved A*,75133,257.725,115.65,0
Improved A*,75134,233.875,91.425,0
Improved A*,75135,219.275,67.925,0
Improved A*,75136,219.9,107.225,0
Improved A*,75137,150.525,35.4,0
Improved A*,75138,185.85,61.625,0
Improved A*,75139,316.375,252.4,0
Improved A*,75140,164.55,83.325,0
Improved A*,75141,256.625,133.275,0
Improved A*,75142,171.3,68.475,0
Improved A*,75143,174.775,66.775,0
Improved A*,75144,401.45,319.375,0
Improved A*,75145,159.275,47.275,0
Improved A*,75146,268.925,184.925,0
Improved A*,75147,211.675,140.575,0
Improved A*,75148,317.25,209.475,0
Improved A*,75149,268.325,162.025,0
Improved A*,75150,229.7,60.775,0
Improved A*,75151,138.425,15.125,0
Improved A*,75152,271.925,140.2,0
Improved A*,75153,349.9,279.05,0
Improved A*,75154,202.05,81.7,0
Improved A*,75155,201.425,73.425,0
Improved A*,75156,298.85,157.725,0
Improved A*,75157,111.225,0.7,0
Improved A*,75158,240.8,122.05,0
Improved A*,75159,202.7,74.925,0
Improved A*,75160,151.05,35.65,0
Improved A*,75161,177.3,62.375,0
Improved A*,75162,379.275,251.125,0
Improved A*,75163,86.125,4.225,0
Improved A*,75164,202.05,100.7,0
Improved A*,75165,170.5,55.15,0
Improved A*,75166,135.7,20.7,0
Improved A*,75167,204.875,72.525,0
Improved A*,75168,142.6,22.95,0
Improved A*,75169,107.2,23.1,0
Improved A*,75170,271.7,69.7,0
Improved A*,75171,167.125,52.225,0
Improved A*,75172,308.125,249.375,0
Improved A*,75173,258.45,161.025,0
Improved A*,75174,128.925,17.0,0
Improved A*,75175,179.6,48.325,0
Improved A*,75176,163.25,38.2,0
Improved A*,75177,188.675,57.85,0
Improved A*,75178,134.75,53.1,0
Improved A*,75179,175.9,47.0,0
Improved A*,75180,230.125,157.85,0
Improved A*,75181,268.8,122.3,0
Improved A*,75182,243.55,92.05,0
Improved A*,75183,144.4,34.425,0
Improved A*,75184,208.125,82.625,0
Improved A*,75185,319.4,253.2,0
Improved A*,75186,195.4,69.625,0
Improved A*,75187,226.2,72.775,0
Improved A*,75188,150.8,40.5,0
Improved A*,75189,357.125,292.875,0
Improved A*,75190,269.275,156.125,0
Improved A*,75191,372.525,294.8,0
Improved A*,75192,310.25,203.575,0
Improved A*,75193,240.4,54.875,0
Improved A*,75194,338.025,265.175,0
Improved A*,75195,233.65,114.325,0
Improved A*,75196,235.85,155.225,0
Improved A*,75197,226.225,103.4,0
Improved A*,75198,118.675,24.55,0
Improved A*,75199,192.825,54.825,0
Improved A*,75200,188.575,77.325,0
Improved A*,75201,176.85,63.475,0
Improved A*,75202,250.0,130.975,0
Improved A*,75203,71.6,0.15,0
Improved A*,75204,195.325,72.675,0
Improved A*,75205,131.05,20.1,0
Improved A*,75206,317.425,266.2,0
Improved A*,75207,297.675,197.35,0
Improved A*,75208,128.4,16.0,0
Improved A*,75209,138.15,37.4,0
Improved A*,75210,145.75,29.95,0
Improved A*,75211,273.8,137.225,0
Improved A*,75212,227.95,101.75,0
Improved A*,75213,238.375,77.425,0
Improved A*,75214,300.25,205.25,0
Improved A*,75215,129.125,12.475,0
Improved A*,75216,315.475,214.525,0
Improved A*,75217,281.225,151.425,0
Improved A*,75218,209.0,74.325,0
Improved A*,75219,185.375,54.7,0
Improved A*,75220,87.65,3.1,0
Improved A*,75221,257.325,129.35,0
Improved A*,75222,125.475,14.95,0
Improved A*,75223,135.35,17.9,0
Improved A*,75224,192.475,93.05,0
Improved A*,75225,198.525,77.225,0
Improved A*,75226,266.625,133.075,0
Improved A*,75227,106.7,0.35,0
Improved A*,75228,209.9,84.7,0
Improved A*,75229,343.175,286.2,0
Improved A*,75230,234.1,92.425,0
Improved A*,75231,154.7,53.2,0
Improved A*,75232,305.075,240.575,0
Improved A*,75233,113.975,10.475,0
Improved A*,75234,371.425,294.65,0
Improved A*,75235,246.425,121.95,0
Improved A*,75236,247.775,121.45,0
Improved A*,75237,217.25,98.075,0
Improved A*,75238,212.05,60.95,0
Improved A*,75239,202.55,124.65,0
Improved A*,75240,223.95,109.975,0
Improved A*,75241,254.725,139.575,0
Improved A*,75242,252.05,131.6,0
Improved A*,75243,297.15,147.85,0
Improved A*,75244,211.15,90.05,0
Improved A*,75245,119.55,24.45,0
Improved A*,75246,86.775,1.425,0
Improved A*,75247,217.1,90.025,0
Improved A*,75248,270.225,139.425,0
Improved A*,75249,237.85,82.55,0
Improved A*,75250,152.575,28.125,0
Improved A*,75251,83.95,4.2,0
Improved A*,75252,273.65,121.525,0
Improved A*,75253,293.65,167.525,0
Improved A*,75254,186.425,62.25,0
Improved A*,75255,86.65,1.85,0
Improved A*,75256,118.675,5.175,0
Improved A*,75257,90.25,8.775,0
Improved A*,75258,285.175,186.6,0
Improved A*,75259,182.225,44.275,0
Improved A*,75260,184.325,72.875,0
Improved A*,75261,95.075,4.9,0
Improved A*,75262,169.125,62.275,0
Improved A*,75263,307.075,196.575,0
Improved A*,75264,101.95,12.2,0
Improved A*,75265,163.9,53.7,0
Improved A*,75266,177.775,63.375,0
Improved A*,75267,307.4,205.325,0
Improved A*,75268,300.275,241.55,0
Improved A*,75269,182.6,65.425,0
Improved A*,75270,205.575,70.25,0
Improved A*,75271,340.6,291.5,0
Improved A*,75272,82.95,2.45,0
Improved A*,75273,306.4,234.5,0
Improved A*,75274,228.55,150.475,0
Improved A*,75275,145.85,22.475,0
Improved A*,75276,258.275,147.025,0
Improved A*,75277,222.175,94.95,0
Improved A*,75278,200.25,95.675,0
Improved A*,75279,141.075,27.3,0
Improved A*,75280,237.375,110.7,0
Improved A*,75281,284.7,127.45,0
